la_fabrique_de_crimes_01_f000001|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.
la_fabrique_de_crimes_04_f000078|-- Ce n'était pas une coupable erreur, dit Arbre-à-Couche. Les petites ainsi dénommées: Les Piqueuses de bottines réunies, usent des drogues du docteur Fandango.|-- Ce n'était pas une coupable erreur, dit Arbre-à-Couche. Les petites ainsi dénommées: Les Piqueuses de bottines réunies, usent des drogues du docteur Fandango.
la_fabrique_de_crimes_04_f000079|Il y eut un silence, comme après tout arrêt prononcé.|Il y eut un silence, comme après tout arrêt prononcé.
la_fabrique_de_crimes_04_f000080|Boulet-Rouge prit sous son aisselle un diamant de vitrier qui ne le quittait point.|Boulet-Rouge prit sous son aisselle un diamant de vitrier qui ne le quittait point.
la_fabrique_de_crimes_04_f000081|D'une main sûre il scia un carreau, le détacha et passant ses doigts par le trou, il tourna l'espagnolette de la croisée.|D'une main sûre il scia un carreau, le détacha et passant ses doigts par le trou, il tourna l'espagnolette de la croisée.
la_fabrique_de_crimes_04_f000082|-- Les chemins sont ouverts, dit-il.|-- Les chemins sont ouverts, dit-il.
la_fabrique_de_crimes_04_f000083|Sans perdre de temps, ils passèrent et Boulet-Rouge prononça: -- Attendez-moi un instant, ici, j'aperçois le berceau... je vais assassiner l'enfant pour utiliser mon cercueil.|Sans perdre de temps, ils passèrent et Boulet-Rouge prononça: -- Attendez-moi un instant, ici, j'aperçois le berceau... je vais assassiner l'enfant pour utiliser mon cercueil.
la_fabrique_de_crimes_04_f000084|On ne pouvait rien objecter à une pensée si sage.|On ne pouvait rien objecter à une pensée si sage.
la_fabrique_de_crimes_04_f000085|Boulet-Rouge ouvrit son coutelas...|Boulet-Rouge ouvrit son coutelas...
la_fabrique_de_crimes_04_f000086|Juste à la même minute, de l'autre côté de la rue de Sévigné, une fenêtre s'ouvrit aussi au cinquième étage, La tête blanche et vénérable de Silvio Pellico se montra aux rayons de l'astre des nuits.|Juste à la même minute, de l'autre côté de la rue de Sévigné, une fenêtre s'ouvrit aussi au cinquième étage, La tête blanche et vénérable de Silvio Pellico se montra aux rayons de l'astre des nuits.
la_fabrique_de_crimes_04_f000087|Tancrède, dit Chauve-Sourire, était toujours prisonnier dans la chambre de Mandina de Hachecor.|Tancrède, dit Chauve-Sourire, était toujours prisonnier dans la chambre de Mandina de Hachecor.
la_fabrique_de_crimes_04_f000088|Il aperçut le célèbre vieillard, saisit son arc, le banda, y adapta une flèche empoisonnée, ajusta et tira.|Il aperçut le célèbre vieillard, saisit son arc, le banda, y adapta une flèche empoisonnée, ajusta et tira.
la_fabrique_de_crimes_04_f000089|La flèche partit en sifflant comme une clef. Silvio Pellico poussa un cri de soie déchirée et disparut à tous les yeux!...|La flèche partit en sifflant comme une clef. Silvio Pellico poussa un cri de soie déchirée et disparut à tous les yeux!...
la_fabrique_de_crimes_04_f000090|Au grenier, une femme, artiste de Montmartre, qui étudiait la Tour de Nesle, lança ces mots: -- Il est minuit, la pluie tombe, parisiens, dormez!|Au grenier, une femme, artiste de Montmartre, qui étudiait la Tour de Nesle, lança ces mots: -- Il est minuit, la pluie tombe, parisiens, dormez!
la_fabrique_de_crimes_05_f000001|LES PIQUEUSES DE BOTTINES RÉUNIES Par un contraste habilement ménagé, après tant de sang, tant de larmes, et pendant que Boulet-Rouge va assassiner l'enfant,|LES PIQUEUSES DE BOTTINES RÉUNIES Par un contraste habilement ménagé, après tant de sang, tant de larmes, et pendant que Boulet-Rouge va assassiner l'enfant,
la_fabrique_de_crimes_05_f000002|le lecteur se reposera avec délices en un tableau plein de fraîcheur.|le lecteur se reposera avec délices en un tableau plein de fraîcheur.
la_fabrique_de_crimes_05_f000003|Vingt-cinq piqueuses de bottines, la plupart jeunes, alertes, rieuses et débauchées,|Vingt-cinq piqueuses de bottines, la plupart jeunes, alertes, rieuses et débauchées,
la_fabrique_de_crimes_05_f000004|étaient réunies autour d'une table malpropre dans une chambre de derrière qui faisait suite à celle où les trois Pieuvres mâles de l'impasse Guéménée venaient de s'introduire par escalade et effraction, à celle hélas! où se trouvait le berceau.|étaient réunies autour d'une table malpropre dans une chambre de derrière qui faisait suite à celle où les trois Pieuvres mâles de l'impasse Guéménée venaient de s'introduire par escalade et effraction, à celle hélas! où se trouvait le berceau.
la_fabrique_de_crimes_05_f000005|Elles travaillaient en babillant et en chantant, les brunes, les blondes, les châtaines, les rousses aussi; elles travaillaient très bien, très vite et de très bon coeur.|Elles travaillaient en babillant et en chantant, les brunes, les blondes, les châtaines, les rousses aussi; elles travaillaient très bien, très vite et de très bon coeur.
la_fabrique_de_crimes_05_f000006|On ne travaille ainsi qu'à Paris, où la rage du plaisir donne la rage de la besogne.|On ne travaille ainsi qu'à Paris, où la rage du plaisir donne la rage de la besogne.
la_fabrique_de_crimes_05_f000007|Il y en avait beaucoup de jolies et beaucoup de laides, mais les laides avaient ce je ne sais quoi de canaille et de vif, qu'on nomme du chien, qui les faisait presque jolies.|Il y en avait beaucoup de jolies et beaucoup de laides, mais les laides avaient ce je ne sais quoi de canaille et de vif, qu'on nomme du chien, qui les faisait presque jolies.
la_fabrique_de_crimes_05_f000008|C'étaient pour la plupart des minois chiffonnés qui n'eussent point supporté l'analyse des nez retroussés, des fronts bombés, des grandes bouches souvent,|C'étaient pour la plupart des minois chiffonnés qui n'eussent point supporté l'analyse des nez retroussés, des fronts bombés, des grandes bouches souvent,
la_fabrique_de_crimes_05_f000009|montrant des poignées de perles.|montrant des poignées de perles.
la_fabrique_de_crimes_05_f000010|Leurs toilettes étaient comme leurs visages, sujettes à caution, mais avenantes et hardies.|Leurs toilettes étaient comme leurs visages, sujettes à caution, mais avenantes et hardies.
la_fabrique_de_crimes_05_f000011|On n'eut pas vendu le tout pour cinq cents francs peut-être. Hors de Paris, vous n'en auriez pas eu moitié pour un prix fou.|On n'eut pas vendu le tout pour cinq cents francs peut-être. Hors de Paris, vous n'en auriez pas eu moitié pour un prix fou.
la_fabrique_de_crimes_05_f000012|Les noms étaient caractéristiques: les petits noms. Les noms de l'atelier ressemblent un peu à ceux du théâtre: ce ne sont pas les noms de familles.|Les noms étaient caractéristiques: les petits noms. Les noms de l'atelier ressemblent un peu à ceux du théâtre: ce ne sont pas les noms de familles.
la_fabrique_de_crimes_05_f000013|Peu de Marie, point de Françoise, ni de Madeleine, ni de Jeanne.|Peu de Marie, point de Françoise, ni de Madeleine, ni de Jeanne.
la_fabrique_de_crimes_05_f000014|Des Anaïs en quantité, des Régine, des Amanda, des Athénaïs, quelques Léocadie, des Irma et des Zuléma.|Des Anaïs en quantité, des Régine, des Amanda, des Athénaïs, quelques Léocadie, des Irma et des Zuléma.
la_fabrique_de_crimes_05_f000015|Elles ont grand honte quand elles s'appellent tout uniment Joséphine.|Elles ont grand honte quand elles s'appellent tout uniment Joséphine.
la_fabrique_de_crimes_05_f000016|C'est le contraire ailleurs. Nous avons connu une femme de qualité, morte avant l'âge du chagrin qu'elle avait de s'appeler Léopoldine.|C'est le contraire ailleurs. Nous avons connu une femme de qualité, morte avant l'âge du chagrin qu'elle avait de s'appeler Léopoldine.
la_fabrique_de_crimes_05_f000017|Les noms simples, les noms communs prouvent généralement la race.|Les noms simples, les noms communs prouvent généralement la race.
la_fabrique_de_crimes_05_f000018|Où diable voulez-vous que Chiquita soit née!|Où diable voulez-vous que Chiquita soit née!
la_fabrique_de_crimes_05_f000019|Il y avait la, onze Anaïs, sur vingt-cinq, et l'on était obligé de les distinguer, par des surnoms: Chiffette, Cocarde, Colibri, OEillet d'Inde, Chou-Fleur, Lampion, etc.|Il y avait la, onze Anaïs, sur vingt-cinq, et l'on était obligé de les distinguer, par des surnoms: Chiffette, Cocarde, Colibri, OEillet d'Inde, Chou-Fleur, Lampion, etc.
la_fabrique_de_crimes_05_f000020|; il y avait sept Amanda, quatre Reine et trois Irma.|; il y avait sept Amanda, quatre Reine et trois Irma.
la_fabrique_de_crimes_05_f000021|Leurs plaisanteries, qui les faisaient rire de si bon coeur, n'étaient pas très variées; on entendait ça et là: -- Fallait pas qu'y aille!|Leurs plaisanteries, qui les faisaient rire de si bon coeur, n'étaient pas très variées; on entendait ça et là: -- Fallait pas qu'y aille!
la_fabrique_de_crimes_05_f000022|-- Des navets!|-- Des navets!
la_fabrique_de_crimes_05_f000023|-- Et ta soeur?|-- Et ta soeur?
la_fabrique_de_crimes_05_f000024|-- Ma soeur? est à bord d'une chaloupe à vapeur! avec le chauffeur! qu'est son abuseur!|-- Ma soeur? est à bord d'une chaloupe à vapeur! avec le chauffeur! qu'est son abuseur!
la_fabrique_de_crimes_05_f000025|-- C'est rigolo!|-- C'est rigolo!
la_fabrique_de_crimes_05_f000026|Et autres...|Et autres...
la_fabrique_de_crimes_05_f000027|C'est suffisant à les tenir en joie.|C'est suffisant à les tenir en joie.
la_fabrique_de_crimes_05_f000028|Aujourd'hui, la réunion avait un caractère particulier pour un double motif: d'abord on avait entendu l'explosion de la voiture inodore.|Aujourd'hui, la réunion avait un caractère particulier pour un double motif: d'abord on avait entendu l'explosion de la voiture inodore.
la_fabrique_de_crimes_05_f000029|Anaïs Cocarde, dépêchée en bas, pour savoir ce que c'était, était revenue toute pâle, disant qu'elle n'avait jamais rien vu de si horrible dans le Petit Journal.|Anaïs Cocarde, dépêchée en bas, pour savoir ce que c'était, était revenue toute pâle, disant qu'elle n'avait jamais rien vu de si horrible dans le Petit Journal.
la_fabrique_de_crimes_05_f000030|Tout le monde avait voulu se précipiter dans les escaliers, mais Anaïs Chou- Fleur, la gérante, retenant, d'une poigne vigoureuse, Anaïs Chiffette,|Tout le monde avait voulu se précipiter dans les escaliers, mais Anaïs Chou- Fleur, la gérante, retenant, d'une poigne vigoureuse, Anaïs Chiffette,
la_fabrique_de_crimes_05_f000031|Anaïs OEillet d'Inde et Anaïs Lampion, avait déclaré qu'avant tout la veille devait être finie.|Anaïs OEillet d'Inde et Anaïs Lampion, avait déclaré qu'avant tout la veille devait être finie.
la_fabrique_de_crimes_05_f000032|On obéit bien autrement à une gérante d'association libre, qu'à la demoiselled'une maison ordinaire.|On obéit bien autrement à une gérante d'association libre, qu'à la demoiselled'une maison ordinaire.
la_fabrique_de_crimes_05_f000033|Le second motif était plus intéressant.|Le second motif était plus intéressant.
la_fabrique_de_crimes_05_f000034|Il y avait au centre de la table, une jeune fille qui ne travaillait pas.|Il y avait au centre de la table, une jeune fille qui ne travaillait pas.
la_fabrique_de_crimes_05_f000035|Celle-là était très belle, mais si pâle qu'elle vous eut fait pitié.|Celle-là était très belle, mais si pâle qu'elle vous eut fait pitié.
la_fabrique_de_crimes_05_f000036|Sa toilette avait une simplicité aristocratique et quelque chose en elle rappelait les ingénues de familles princières, persécutées par l'infortune au théâtre de l'Ambigu-Comique.|Sa toilette avait une simplicité aristocratique et quelque chose en elle rappelait les ingénues de familles princières, persécutées par l'infortune au théâtre de l'Ambigu-Comique.
la_fabrique_de_crimes_05_f000037|Nous sommes forcés de remonter, au commencement de cette soirée pour expliquer la présence d'Elvire, la jeune marquise fugitive, à la table des Piqueuses de bottines réunies.|Nous sommes forcés de remonter, au commencement de cette soirée pour expliquer la présence d'Elvire, la jeune marquise fugitive, à la table des Piqueuses de bottines réunies.
la_fabrique_de_crimes_05_f000038|Vers sept heures et demie, longtemps par conséquent avant la catastrophe imprévue qui devait plonger soixante-treize familles dans le deuil, la gérante de l'atelier était sortie pour acheter du thé, du sucre et du rhum;|Vers sept heures et demie, longtemps par conséquent avant la catastrophe imprévue qui devait plonger soixante-treize familles dans le deuil, la gérante de l'atelier était sortie pour acheter du thé, du sucre et du rhum;
la_fabrique_de_crimes_05_f000039|l'habitude étant de s'accorder cette douceur quand la veillée se prolongeait jusqu'à minuit et au delà.|l'habitude étant de s'accorder cette douceur quand la veillée se prolongeait jusqu'à minuit et au delà.
la_fabrique_de_crimes_05_f000040|En allant chez l'épicier, la gérante n'avait rien vu d'extraordinaire, sinon une jeune fille donnant le bras à un vieillard de cent et quelques années qui avait une figure de hibou.|En allant chez l'épicier, la gérante n'avait rien vu d'extraordinaire, sinon une jeune fille donnant le bras à un vieillard de cent et quelques années qui avait une figure de hibou.
la_fabrique_de_crimes_05_f000041|Quant elle revint la jeune fille et le vieillard avaient disparu.|Quant elle revint la jeune fille et le vieillard avaient disparu.
la_fabrique_de_crimes_05_f000042|Mais comme elle traversait l'allée sombre de la Maison du Repris de justice, elle entendit dans la nuit des gémissements inarticulés.|Mais comme elle traversait l'allée sombre de la Maison du Repris de justice, elle entendit dans la nuit des gémissements inarticulés.
