kleinzaches_01_f000001|Erstes Kapitel.|Erstes Kapitel.
kleinzaches_03_f000169|Aber was auch selbst seine Figur betrifft, so kommt er mir jetzt nichts weniger als so abscheulich vor wie anfangs.|Aber was auch selbst seine Figur betrifft, so kommt er mir jetzt nichts weniger als so abscheulich vor wie anfangs.
kleinzaches_03_f000170|Beim Ablesen des Gedichts verschönerte die innere Begeisterung seine Gesichtszüge, so daß er mir oft ein anmutiger wohlgewachsener Jüngling zu sein schien, ungeachtet er doch kaum über den Tisch hervorragte.|Beim Ablesen des Gedichts verschönerte die innere Begeisterung seine Gesichtszüge, so daß er mir oft ein anmutiger wohlgewachsener Jüngling zu sein schien, ungeachtet er doch kaum über den Tisch hervorragte.
kleinzaches_03_f000171|Gib deine unnütze Eifersucht auf, befreunde dich als Dichter mit dem Dichter!|Gib deine unnütze Eifersucht auf, befreunde dich als Dichter mit dem Dichter!
kleinzaches_03_f000172|Was, schrie Balthasar voll Zorn, was?|Was, schrie Balthasar voll Zorn, was?
kleinzaches_03_f000173|noch befreunden mit dem verfluchten Wechselbalge, den ich erwürgen möchte mit diesen Fäusten?|noch befreunden mit dem verfluchten Wechselbalge, den ich erwürgen möchte mit diesen Fäusten?
kleinzaches_03_f000174|So, sprach Fabian, so verschließest du dich denn aller Vernunft.|So, sprach Fabian, so verschließest du dich denn aller Vernunft.
kleinzaches_03_f000175|Doch laß uns in den Saal zurückkehren, wo sich etwas Neues begeben muß, da ich laute Beifallsrufe vernehme.|Doch laß uns in den Saal zurückkehren, wo sich etwas Neues begeben muß, da ich laute Beifallsrufe vernehme.
kleinzaches_03_f000176|Mechanisch folgte Balthasar dem Freunde in den Saal.|Mechanisch folgte Balthasar dem Freunde in den Saal.
kleinzaches_03_f000177|Als sie eintraten, stand der Professor Mosch Terpin allein in der Mitte, die Instrumente noch in der Hand, womit er irgendein physikalisches Experiment gemacht, starres Staunen im Gesicht.|Als sie eintraten, stand der Professor Mosch Terpin allein in der Mitte, die Instrumente noch in der Hand, womit er irgendein physikalisches Experiment gemacht, starres Staunen im Gesicht.
kleinzaches_03_f000178|Die ganze Gesellschaft hatte sich um den kleinen Zinnober gesammelt, der, den Stock untergestemmt, auf den Fußspitzen dastand und mit stolzem Blick den Beifall einnahm, der ihm von allen Seiten zuströmte.|Die ganze Gesellschaft hatte sich um den kleinen Zinnober gesammelt, der, den Stock untergestemmt, auf den Fußspitzen dastand und mit stolzem Blick den Beifall einnahm, der ihm von allen Seiten zuströmte.
kleinzaches_03_f000179|Man wandte sich wieder zum Professor, der ein anderes sehr artiges Kunststückchen machte.|Man wandte sich wieder zum Professor, der ein anderes sehr artiges Kunststückchen machte.
kleinzaches_03_f000180|Kaum war er fertig, als wiederum alle, den Kleinen umringend, riefen: Herrlich – vortrefflich, lieber Herr Zinnober!|Kaum war er fertig, als wiederum alle, den Kleinen umringend, riefen: Herrlich - vortrefflich, lieber Herr Zinnober!
kleinzaches_03_f000181|Endlich sprang auch Mosch Terpin zu dem Kleinen hin und rief zehnmal stärker als die übrigen: Herrlich – vortrefflich, lieber Herr Zinnober!|Endlich sprang auch Mosch Terpin zu dem Kleinen hin und rief zehnmal stärker als die übrigen: Herrlich - vortrefflich, lieber Herr Zinnober!
kleinzaches_03_f000182|Es befand sich in der Gesellschaft der junge Fürst Gregor, der auf der Universität studierte.|Es befand sich in der Gesellschaft der junge Fürst Gregor, der auf der Universität studierte.
kleinzaches_03_f000183|Der Fürst war von der anmutigsten Gestalt, die man nur sehen konnte, und dabei war sein Betragen so edel und ungezwungen, daß sich die hohe Abkunft, die Gewohnheit, sich in den vornehmsten Kreisen zu bewegen, darin deutlich aussprach.|Der Fürst war von der anmutigsten Gestalt, die man nur sehen konnte, und dabei war sein Betragen so edel und ungezwungen, daß sich die hohe Abkunft, die Gewohnheit, sich in den vornehmsten Kreisen zu bewegen, darin deutlich aussprach.
kleinzaches_03_f000184|Fürst Gregor war es nun, der gar nicht von Zinnober wich und ihn als den herrlichsten Dichter, den geschicktesten Physiker über alle Maßen lobte.|Fürst Gregor war es nun, der gar nicht von Zinnober wich und ihn als den herrlichsten Dichter, den geschicktesten Physiker über alle Maßen lobte.
kleinzaches_03_f000185|Seltsam war die Gruppe, die beide, zusammenstehend, bildeten.|Seltsam war die Gruppe, die beide, zusammenstehend, bildeten.
kleinzaches_03_f000186|Gegen den herrlich gestalteten Gregor stach gar wunderlich das winzige Männlein ab, das mit hoch emporgereckter Nase sich kaum auf den dünnen Beinchen zu erhalten vermochte.|Gegen den herrlich gestalteten Gregor stach gar wunderlich das winzige Männlein ab, das mit hoch emporgereckter Nase sich kaum auf den dünnen Beinchen zu erhalten vermochte.
kleinzaches_03_f000187|Alle Blicke der Frauen waren hingerichtet, aber nicht auf den Fürsten, sondern auf den Kleinen, der, sich auf den Fußspitzen hebend, immer wieder hinabsank und so hinauf und hinunter wankte wie ein Cartesianisches Teufelchen.|Alle Blicke der Frauen waren hingerichtet, aber nicht auf den Fürsten, sondern auf den Kleinen, der, sich auf den Fußspitzen hebend, immer wieder hinabsank und so hinauf und hinunter wankte wie ein Cartesianisches Teufelchen.
kleinzaches_03_f000188|Der Professor Mosch Terpin trat zu Balthasar und sprach: Was sagen Sie zu meinem Schützling, zu meinem lieben Zinnober?|Der Professor Mosch Terpin trat zu Balthasar und sprach: Was sagen Sie zu meinem Schützling, zu meinem lieben Zinnober?
kleinzaches_03_f000189|Viel steckt hinter dem Mann, und nun ich ihn so recht anschaue, ahne ich wohl die eigentliche Bewandtnis, die es mit ihm haben mag.|Viel steckt hinter dem Mann, und nun ich ihn so recht anschaue, ahne ich wohl die eigentliche Bewandtnis, die es mit ihm haben mag.
kleinzaches_03_f000190|Der Prediger, der ihn erzogen und mir empfohlen hat, drückt sich über seine Abkunft sehr geheimnisvoll aus.|Der Prediger, der ihn erzogen und mir empfohlen hat, drückt sich über seine Abkunft sehr geheimnisvoll aus.
kleinzaches_03_f000191|Betrachten Sie aber nur den edlen Anstand, sein vornehmes ungezwungenes Betragen.|Betrachten Sie aber nur den edlen Anstand, sein vornehmes ungezwungenes Betragen.
kleinzaches_03_f000192|Er ist gewiß von fürstlichem Geblüt, vielleicht gar ein Königssohn!|Er ist gewiß von fürstlichem Geblüt, vielleicht gar ein Königssohn!
kleinzaches_03_f000193|In dem Augenblick wurde gemeldet, das Mahl sei angerichtet.|In dem Augenblick wurde gemeldet, das Mahl sei angerichtet.
kleinzaches_03_f000194|Zinnober torkelte ungeschickt hin zur Candida, ergriff täppisch ihre Hand und führte sie nach dem Speisesaal.|Zinnober torkelte ungeschickt hin zur Candida, ergriff täppisch ihre Hand und führte sie nach dem Speisesaal.
kleinzaches_03_f000195|In voller Wut rannte der unglückliche Balthasar durch die finstre Nacht, durch Sturmwind und Regen fort nach Hause.|In voller Wut rannte der unglückliche Balthasar durch die finstre Nacht, durch Sturmwind und Regen fort nach Hause.
kleinzaches_03_f000196|Ende von Kapitel 3.|Ende von Kapitel drei.
kleinzaches_04_f000001|Kapitel vier von Klein zaches, genannt Zinnober von E. T. A. Hoffmann.|Kapitel vier von Klein zaches, genannt Zinnober von E. T. A. Hoffmann.
kleinzaches_04_f000002|Diese Librivox Aufnahme ist in der public Domain.|Diese Librivox Aufnahme ist in der public Domain.
kleinzaches_04_f000003|Viertes Kapitel Wie der italienische Geiger Sbiocca den Herrn Zinnober in den Kontrabaß zu werfen drohte, und der Referendarius Pulcher nicht zu auswärtigen Angelegenheiten gelangen konnte.|Viertes Kapitel Wie der italienische Geiger Sbiocca den Herrn Zinnober in den Kontrabaß zu werfen drohte, und der Referendarius Pulcher nicht zu auswärtigen Angelegenheiten gelangen konnte.
kleinzaches_04_f000004|Von Maut-Offizianten und zurückbehaltenen Wundern fürs Haus.|Von Maut-Offizianten und zurückbehaltenen Wundern fürs Haus.
kleinzaches_04_f000005|Balthasars Bezauberung durch einen Stockknopf.|Balthasars Bezauberung durch einen Stockknopf.
kleinzaches_04_f000006|Auf einem hervorragenden bemoosten Gestein im einsamsten Walde saß Balthasar und schaute gedankenvoll hinab in die Tiefe, in der ein Bach schäumend fortbrauste zwischen Felsstücken und dicht verwachsenem Gestrüpp.|Auf einem hervorragenden bemoosten Gestein im einsamsten Walde saß Balthasar und schaute gedankenvoll hinab in die Tiefe, in der ein Bach schäumend fortbrauste zwischen Felsstücken und dicht verwachsenem Gestrüpp.
kleinzaches_04_f000007|Dunkle Wolken zogen daher und tauchten nieder hinter den Bergen; das Rauschen der Bäume, der Gewässer ertönte wie ein dumpfes Winseln, und dazwischen kreischten Raubvögel,|Dunkle Wolken zogen daher und tauchten nieder hinter den Bergen; das Rauschen der Bäume, der Gewässer ertönte wie ein dumpfes Winseln, und dazwischen kreischten Raubvögel,
kleinzaches_04_f000008|die aus dem finstern Dickicht aufstiegen in den weiten Himmelsraum und sich nachschwangen dem fliehenden Gewölk.|die aus dem finstern Dickicht aufstiegen in den weiten Himmelsraum und sich nachschwangen dem fliehenden Gewölk.
kleinzaches_04_f000009|Dem Balthasar war, als vernehme er in den wunderbaren Stimmen des Waldes die trostlose Klage der Natur, als müsse er selbst untergehen in dieser Klage, als sei sein ganzes Sein nur das Gefühl des tiefsten unverwindlichsten Schmerzes.|Dem Balthasar war, als vernehme er in den wunderbaren Stimmen des Waldes die trostlose Klage der Natur, als müsse er selbst untergehen in dieser Klage, als sei sein ganzes Sein nur das Gefühl des tiefsten unverwindlichsten Schmerzes.
kleinzaches_04_f000010|Das Herz wollte ihm springen vor Wehmut, und indem häufige Tränen aus seinen Augen tröpfelten, war es, als blickten die Geister des Waldstroms zu ihm herauf und streckten schneeweiße Arme empor aus den Wellen, ihn hinabzuziehen in den kühlen Grund.|Das Herz wollte ihm springen vor Wehmut, und indem häufige Tränen aus seinen Augen tröpfelten, war es, als blickten die Geister des Waldstroms zu ihm herauf und streckten schneeweiße Arme empor aus den Wellen, ihn hinabzuziehen in den kühlen Grund.
kleinzaches_04_f000011|Da schwebte aus weiter Ferne durch die Lüfte daher heller fröhlicher Hörnerklang und legte sich tröstend an seine Brust, und die Sehnsucht erwachte in ihm und mit ihr süßes Hoffen.|Da schwebte aus weiter Ferne durch die Lüfte daher heller fröhlicher Hörnerklang und legte sich tröstend an seine Brust, und die Sehnsucht erwachte in ihm und mit ihr süßes Hoffen.
kleinzaches_04_f000012|Er sah umher, und indem die Hörner forttönten, dankten ihm die grünen Schatten des Waldes nicht mehr so traurig, nicht mehr so klagend das Rauschen des Windes, das Flüstern der Gebüsche.|Er sah umher, und indem die Hörner forttönten, dankten ihm die grünen Schatten des Waldes nicht mehr so traurig, nicht mehr so klagend das Rauschen des Windes, das Flüstern der Gebüsche.
kleinzaches_04_f000013|Er kam zu Worten.|Er kam zu Worten.
kleinzaches_04_f000014|Nein, rief er aus, indem er aufsprang von seinem Sitz und mit leuchtendem Blick in die Ferne schaute, nein, noch verschwand nicht alle Hoffnung!|Nein, rief er aus, indem er aufsprang von seinem Sitz und mit leuchtendem Blick in die Ferne schaute, nein, noch verschwand nicht alle Hoffnung!
kleinzaches_04_f000015|Nur zu gewiß ist es, daß irgendein düstres Geheimnis, irgendein böser Zauber verstörend in mein Leben getreten ist, aber ich breche diesen Zauber, und sollte ich darüber untergehen!|Nur zu gewiß ist es, daß irgendein düstres Geheimnis, irgendein böser Zauber verstörend in mein Leben getreten ist, aber ich breche diesen Zauber, und sollte ich darüber untergehen!
kleinzaches_04_f000016|Als ich endlich hingerissen, übermannt von dem Gefühl, das meine Brust zersprengen wollte, der holden, süßen Candida meine Liebe gestand, las ich denn nicht in ihren Blicken, fühlte ich nicht an dem Druck ihrer Hand meine Seligkeit?|Als ich endlich hingerissen, übermannt von dem Gefühl, das meine Brust zersprengen wollte, der holden, süßen Candida meine Liebe gestand, las ich denn nicht in ihren Blicken, fühlte ich nicht an dem Druck ihrer Hand meine Seligkeit?
kleinzaches_04_f000017|Aber sowie das verdammte kleine Ungetüm sich sehen läßt, ist ihm alle Liebe zugewandt.|Aber sowie das verdammte kleine Ungetüm sich sehen läßt, ist ihm alle Liebe zugewandt.
kleinzaches_04_f000018|An ihr, der vermaledeiten Mißgeburt, hängen Candidas Augen, und sehnsüchtige Seufzer entfliehen ihrer Brust, wenn der täppische Junge sich ihr nähert oder gar ihre Hand berührt.|An ihr, der vermaledeiten Mißgeburt, hängen Candidas Augen, und sehnsüchtige Seufzer entfliehen ihrer Brust, wenn der täppische Junge sich ihr nähert oder gar ihre Hand berührt.
kleinzaches_04_f000019|Es muß mit ihm irgendeine geheimnisvolle Bewandtnis haben, und sollte ich an alberne Ammenmärchen glauben, ich würde behaupten, der Junge sei verhext und könne es, wie man zu sagen pflegt, den Leuten antun.|Es muß mit ihm irgendeine geheimnisvolle Bewandtnis haben, und sollte ich an alberne Ammenmärchen glauben, ich würde behaupten, der Junge sei verhext und könne es, wie man zu sagen pflegt, den Leuten antun.
kleinzaches_04_f000020|Ist es nicht toll, daß alle über das mißgestaltete, durch und durch verwahrloste Männlein spotten und lachen und dann wieder, tritt der Kleine dazwischen, ihn als den verständigsten,|Ist es nicht toll, daß alle über das mißgestaltete, durch und durch verwahrloste Männlein spotten und lachen und dann wieder, tritt der Kleine dazwischen, ihn als den verständigsten,
kleinzaches_04_f000021|gelehrtesten, ja wohlgestaltetsten Herrn Studiosum ausschreien, der sich eben unter uns befindet?|gelehrtesten, ja wohlgestaltetsten Herrn Studiosum ausschreien, der sich eben unter uns befindet?
kleinzaches_04_f000022|Was sage ich! geht es mir nicht beinahe selbst so, kommt es mir nicht auch oft vor, als sei Zinnober gescheit und hübsch?|Was sage ich! geht es mir nicht beinahe selbst so, kommt es mir nicht auch oft vor, als sei Zinnober gescheit und hübsch?
kleinzaches_04_f000023|Nur in Candidas Gegenwart hat der Zauber keine Macht über mich, da ist und bleibt Herr Zinnober ein dummes, abscheuliches Alräunchen.|Nur in Candidas Gegenwart hat der Zauber keine Macht über mich, da ist und bleibt Herr Zinnober ein dummes, abscheuliches Alräunchen.
kleinzaches_04_f000024|Doch! ich stemme mich entgegen der feindlichen Macht, eine dunkle Ahnung ruht tief in meinem Innern, irgend etwas Unerwartetes werde mir die Waffe in die Hand geben wider den bösen Unhold!|Doch! ich stemme mich entgegen der feindlichen Macht, eine dunkle Ahnung ruht tief in meinem Innern, irgend etwas Unerwartetes werde mir die Waffe in die Hand geben wider den bösen Unhold!
kleinzaches_04_f000025|Balthasar suchte den Rückweg nach Kerepes.|Balthasar suchte den Rückweg nach Kerepes.
kleinzaches_04_f000026|In einem Baumgange fortwandernd, bemerkte er auf der Landstraße einen kleinen bepackten Reisewagen, aus dem ihm jemand mit einem weißen Tuch freundlich zuwinkte.|In einem Baumgange fortwandernd, bemerkte er auf der Landstraße einen kleinen bepackten Reisewagen, aus dem ihm jemand mit einem weißen Tuch freundlich zuwinkte.
kleinzaches_04_f000027|Er trat heran und erkannte Herrn Vincenzo Sbiocca, weltberühmten Virtuosen auf der Geige, den er wegen seines vortrefflichen ausdrucksvollen Spiels über alle Maßen hochschätzte und bei dem er schon seit zwei Jahren Unterricht genommen.|Er trat heran und erkannte Herrn Vincenzo Sbiocca, weltberühmten Virtuosen auf der Geige, den er wegen seines vortrefflichen ausdrucksvollen Spiels über alle Maßen hochschätzte und bei dem er schon seit zwei Jahren Unterricht genommen.
kleinzaches_04_f000028|Gut, rief Sbiocca, indem er aus dem Wagen sprang, gut, mein lieber Herr Balthasar, mein teurer Freund und Schüler, gut, daß ich Sie noch hier treffe, um von Ihnen herzlichen Abschied nehmen zu können.|Gut, rief Sbiocca, indem er aus dem Wagen sprang, gut, mein lieber Herr Balthasar, mein teurer Freund und Schüler, gut, daß ich Sie noch hier treffe, um von Ihnen herzlichen Abschied nehmen zu können.
