sous_les_mers_1_01_f000001|UN ÉCUEIL FUYANT|UN ÉCUEIL FUYANT
sous_les_mers_1_14_f000091|Deux plaques de cristal nous séparaient de la mer. Je frémis, d'abord, à la pensée que cette fragile paroi pouvait se briser;|Deux plaques de cristal nous séparaient de la mer. Je frémis, d'abord, à la pensée que cette fragile paroi pouvait se briser;
sous_les_mers_1_14_f000092|mais de fortes armatures de cuivre la maintenaient et lui donnaient une résistance presque infinie.|mais de fortes armatures de cuivre la maintenaient et lui donnaient une résistance presque infinie.
sous_les_mers_1_14_f000093|La mer était distinctement visible dans un rayon d'un mille autour du Nautilus.|La mer était distinctement visible dans un rayon d'un mille autour du Nautilus.
sous_les_mers_1_14_f000094|Quel spectacle! Quelle plume le pourrait décrire! Qui saurait peindre les effets de la lumière à travers ces nappes transparentes, et la douceur de ses dégradations successives jusqu'aux couchés inférieures et supérieures de l'Océan!|Quel spectacle! Quelle plume le pourrait décrire! Qui saurait peindre les effets de la lumière à travers ces nappes transparentes, et la douceur de ses dégradations successives jusqu'aux couchés inférieures et supérieures de l'Océan!
sous_les_mers_1_14_f000095|On connaît la diaphanéité de la mer. On sait que sa limpidité l'emporte sur celle de l'eau de roche.|On connaît la diaphanéité de la mer. On sait que sa limpidité l'emporte sur celle de l'eau de roche.
sous_les_mers_1_14_f000096|Les substances minérales et organiques, qu'elle tient en suspension, accroissent même sa transparence.|Les substances minérales et organiques, qu'elle tient en suspension, accroissent même sa transparence.
sous_les_mers_1_14_f000097|Dans certaines parties de l'Océan, aux Antilles, cent quarante-cinq mètres d'eau laissent apercevoir le lit de sable avec une surprenante netteté, et la force de pénétration des rayons solaires ne paraît s'arrêter qu'à une profondeur de trois cents mètres.|Dans certaines parties de l'Océan, aux Antilles, cent quarante-cinq mètres d'eau laissent apercevoir le lit de sable avec une surprenante netteté, et la force de pénétration des rayons solaires ne paraît s'arrêter qu'à une profondeur de trois cents mètres.
sous_les_mers_1_14_f000098|Mais, dans ce milieu fluide que parcourait le Nautilus, l'éclat électrique se produisait au sein même des ondes. Ce n'était plus de l'eau lumineuse, mais de la lumière liquide.|Mais, dans ce milieu fluide que parcourait le Nautilus, l'éclat électrique se produisait au sein même des ondes. Ce n'était plus de l'eau lumineuse, mais de la lumière liquide.
sous_les_mers_1_14_f000099|Si l'on admet l'hypothèse d'Erhemberg, qui croit à une illumination phosphorescente des fonds sous-marins, la nature a certainement réservé pour les habitants de la mer l'un de ses plus prodigieux spectacles, et j'en pouvais juger ici par les mille jeux de cette lumière.|Si l'on admet l'hypothèse d'Erhemberg, qui croit à une illumination phosphorescente des fonds sous-marins, la nature a certainement réservé pour les habitants de la mer l'un de ses plus prodigieux spectacles, et j'en pouvais juger ici par les mille jeux de cette lumière.
sous_les_mers_1_14_f000100|De chaque côté, j'avais une fenêtre ouverte sur ces abîmes inexplorés.|De chaque côté, j'avais une fenêtre ouverte sur ces abîmes inexplorés.
sous_les_mers_1_14_f000101|L'obscurité du salon faisait valoir la clarté extérieure, et nous regardions comme si ce pur cristal eût été la vitre d'un immense aquarium.|L'obscurité du salon faisait valoir la clarté extérieure, et nous regardions comme si ce pur cristal eût été la vitre d'un immense aquarium.
sous_les_mers_1_14_f000102|Le Nautilus ne semblait pas bouger. C'est que les points de repère manquaient.|Le Nautilus ne semblait pas bouger. C'est que les points de repère manquaient.
sous_les_mers_1_14_f000103|Parfois, cependant, les lignes d'eau, divisées par son éperon, filaient devant nos regards avec une vitesse excessive.|Parfois, cependant, les lignes d'eau, divisées par son éperon, filaient devant nos regards avec une vitesse excessive.
sous_les_mers_1_14_f000104|Emerveillés, nous étions accoudés devant ces vitrines, et nul de nous n'avait encore rompu ce silence de stupéfaction, quand Conseil dit:|Emerveillés, nous étions accoudés devant ces vitrines, et nul de nous n'avait encore rompu ce silence de stupéfaction, quand Conseil dit:
sous_les_mers_1_14_f000105|Vous vouliez voir, ami Ned, eh bien, vous voyez!|Vous vouliez voir, ami Ned, eh bien, vous voyez!
sous_les_mers_1_14_f000106|-- Curieux! curieux! faisait le Canadien - qui oubliant ses colères et ses projets d'évasion, subissait une attraction irrésistible - et l'on viendrait de plus loin pour admirer ce spectacle!|-- Curieux! curieux! faisait le Canadien - qui oubliant ses colères et ses projets d'évasion, subissait une attraction irrésistible - et l'on viendrait de plus loin pour admirer ce spectacle!
sous_les_mers_1_14_f000107|-- Ah! m'écriai-je, je comprends la vie de cet homme! Il s'est fait un monde à part qui lui réserve ses plus étonnantes merveilles!|-- Ah! m'écriai-je, je comprends la vie de cet homme! Il s'est fait un monde à part qui lui réserve ses plus étonnantes merveilles!
sous_les_mers_1_14_f000108|-- Mais les poissons? fit observer le Canadien. Je ne vois pas de poissons!|-- Mais les poissons? fit observer le Canadien. Je ne vois pas de poissons!
sous_les_mers_1_14_f000109|-- Que vous importe, ami Ned, répondit Conseil, puisque vous ne les connaissez pas.|-- Que vous importe, ami Ned, répondit Conseil, puisque vous ne les connaissez pas.
sous_les_mers_1_14_f000110|-- Moi! un pêcheur! s'écria Ned Land.|-- Moi! un pêcheur! s'écria Ned Land.
sous_les_mers_1_14_f000111|Et sur ce sujet, une discussion s'éleva entre les deux amis, car ils connaissaient les poissons, mais chacun d'une façon très différente.|Et sur ce sujet, une discussion s'éleva entre les deux amis, car ils connaissaient les poissons, mais chacun d'une façon très différente.
sous_les_mers_1_14_f000112|Tout le monde sait que les poissons forment la quatrième et dernière classe de l'embranchement des vertébrés.|Tout le monde sait que les poissons forment la quatrième et dernière classe de l'embranchement des vertébrés.
sous_les_mers_1_14_f000113|On les a très justement définis: des vertébrés à circulation double et à sang froid, respirant par des branchies et destinés à vivre dans l'eau.|On les a très justement définis: des vertébrés à circulation double et à sang froid, respirant par des branchies et destinés à vivre dans l'eau.
sous_les_mers_1_14_f000114|Ils composent deux séries distinctes: la série des poissons osseux, c'est-à-dire ceux dont l'épine dorsale est faite de vertèbres osseuses,|Ils composent deux séries distinctes: la série des poissons osseux, c'est-à-dire ceux dont l'épine dorsale est faite de vertèbres osseuses,
sous_les_mers_1_14_f000115|et les poissons cartilagineux, c'est-à-dire ceux dont l'épine dorsale est faite de vertèbres cartilagineuses.|et les poissons cartilagineux, c'est-à-dire ceux dont l'épine dorsale est faite de vertèbres cartilagineuses.
sous_les_mers_1_14_f000116|Le Canadien connaissait peut-être cette distinction, mais Conseil en savait bien davantage, et maintenant, lié d'amitié avec Ned, il ne pouvait admettre qu'il fût moins instruit que lui. Aussi lui dit-il:|Le Canadien connaissait peut-être cette distinction, mais Conseil en savait bien davantage, et maintenant, lié d'amitié avec Ned, il ne pouvait admettre qu'il fût moins instruit que lui. Aussi lui dit-il:
sous_les_mers_1_14_f000117|Ami Ned, vous êtes un tueur de poissons, un très habile pêcheur.|Ami Ned, vous êtes un tueur de poissons, un très habile pêcheur.
sous_les_mers_1_14_f000118|Vous avez pris un grand nombre de ces intéressants animaux. Mais je gagerais que vous ne savez pas comment on les classe.|Vous avez pris un grand nombre de ces intéressants animaux. Mais je gagerais que vous ne savez pas comment on les classe.
sous_les_mers_1_14_f000119|-- Si, répondit sérieusement le harponneur. On les classe en poissons qui se mangent et en poissons qui ne se mangent pas!|-- Si, répondit sérieusement le harponneur. On les classe en poissons qui se mangent et en poissons qui ne se mangent pas!
sous_les_mers_1_14_f000120|-- Voilà une distinction de gourmand, répondit Conseil.|-- Voilà une distinction de gourmand, répondit Conseil.
sous_les_mers_1_14_f000121|Mais dites-moi si vous connaissez la différence qui existe entre les poissons osseux et les poissons cartilagineux?|Mais dites-moi si vous connaissez la différence qui existe entre les poissons osseux et les poissons cartilagineux?
sous_les_mers_1_14_f000122|-- Peut-être bien, Conseil.|-- Peut-être bien, Conseil.
sous_les_mers_1_14_f000123|-- Et la subdivision de ces deux grandes classes?|-- Et la subdivision de ces deux grandes classes?
sous_les_mers_1_14_f000124|-- Je ne m'en doute pas, répondit le Canadien.|-- Je ne m'en doute pas, répondit le Canadien.
sous_les_mers_1_14_f000125|-- Eh bien, ami Ned, écoutez et retenez! Les poissons osseux se subdivisent en six ordres: Primo.|-- Eh bien, ami Ned, écoutez et retenez! Les poissons osseux se subdivisent en six ordres: Primo.
sous_les_mers_1_14_f000126|Les acanthoptérygiens, dont la mâchoire supérieure est complète, mobile, et dont les branchies affectent la forme d'un peigne.|Les acanthoptérygiens, dont la mâchoire supérieure est complète, mobile, et dont les branchies affectent la forme d'un peigne.
sous_les_mers_1_14_f000127|Cet ordre comprend quinze familles, c'est-à-dire les trois quarts des poissons connus. Type: la perche commune.|Cet ordre comprend quinze familles, c'est-à-dire les trois quarts des poissons connus. Type: la perche commune.
sous_les_mers_1_14_f000128|-- Assez bonne à manger, répondit Ned Land.|-- Assez bonne à manger, répondit Ned Land.
sous_les_mers_1_14_f000129|-- Secundo, reprit Conseil, les abdominaux, qui ont les nageoires ventrales suspendues sous l'abdomen et en arrière des pectorales,|-- Secundo, reprit Conseil, les abdominaux, qui ont les nageoires ventrales suspendues sous l'abdomen et en arrière des pectorales,
sous_les_mers_1_14_f000130|sans être attachées aux os de l'épaule - ordre qui se divise en cinq familles, et qui comprend la plus grande partie des poissons d'eau douce. Type: la carpe, le brochet.|sans être attachées aux os de l'épaule - ordre qui se divise en cinq familles, et qui comprend la plus grande partie des poissons d'eau douce. Type: la carpe, le brochet.
sous_les_mers_1_14_f000131|-- Peuh! fit le Canadien avec un certain mépris, des poissons d'eau douce!|-- Peuh! fit le Canadien avec un certain mépris, des poissons d'eau douce!
sous_les_mers_1_14_f000132|-- Tertio, dit Conseil, les subrachiens, dont les ventrales sont attachées sous les pectorales et immédiatement suspendues aux os de l'épaule.|-- Tertio, dit Conseil, les subrachiens, dont les ventrales sont attachées sous les pectorales et immédiatement suspendues aux os de l'épaule.
sous_les_mers_1_14_f000133|Cet ordre contient quatre familles. Type: plies, limandes, turbots, barbues, soles, etc.|Cet ordre contient quatre familles. Type: plies, limandes, turbots, barbues, soles, etc.
sous_les_mers_1_14_f000134|-- Excellent! excellent! s'écriait le harponneur, qui ne voulait considérer les poissons qu'au point de vue comestible.|-- Excellent! excellent! s'écriait le harponneur, qui ne voulait considérer les poissons qu'au point de vue comestible.
sous_les_mers_1_14_f000135|-- Quarto, reprit Conseil, sans se démonter, les apodes, au corps allongé, dépourvus de nageoires ventrales, et revêtus d'une peau épaisse et souvent gluante,|-- Quarto, reprit Conseil, sans se démonter, les apodes, au corps allongé, dépourvus de nageoires ventrales, et revêtus d'une peau épaisse et souvent gluante,
sous_les_mers_1_14_f000136|ordre qui ne comprend qu'une famille.|ordre qui ne comprend qu'une famille.
sous_les_mers_1_14_f000137|Type: l'anguille, le gymnote.|Type: l'anguille, le gymnote.
sous_les_mers_1_14_f000138|-- Médiocre! médiocre! répondit Ned Land.|-- Médiocre! médiocre! répondit Ned Land.
sous_les_mers_1_14_f000139|-- Quinto, dit Conseil, les lophobranches, qui ont les mâchoires complètes et libres, mais dont les branchies sont formées de petites houppes, disposées par paires le long des arcs branchiaux.|-- Quinto, dit Conseil, les lophobranches, qui ont les mâchoires complètes et libres, mais dont les branchies sont formées de petites houppes, disposées par paires le long des arcs branchiaux.
sous_les_mers_1_14_f000140|Cet ordre ne compte qu'une famille. Type: les hippocampes, les pégases dragons.|Cet ordre ne compte qu'une famille. Type: les hippocampes, les pégases dragons.
sous_les_mers_1_14_f000141|-- Mauvais! mauvais! répliqua le harponneur.|-- Mauvais! mauvais! répliqua le harponneur.
sous_les_mers_1_14_f000142|-- Sexto, enfin, dit Conseil, les plectognathes, dont l'os maxillaire est attaché fixement sur le côte de l'intermaxillaire qui forme la mâchoire,|-- Sexto, enfin, dit Conseil, les plectognathes, dont l'os maxillaire est attaché fixement sur le côte de l'intermaxillaire qui forme la mâchoire,
