la_mare_au_diable_00_f000001|NOTICE|NOTICE
la_mare_au_diable_07_f000023|elle fit effort pour se persuader que sept mois seraient bientôt passés, et pour songer au bonheur qu’elle aurait de se retrouver dans sa famille et dans son hameau,|elle fit effort pour se persuader que sept mois seraient bientôt passés, et pour songer au bonheur quelle aurait de se retrouver dans sa famille et dans son hameau,
la_mare_au_diable_07_f000024|puisque le père Maurice et Germain s’accordaient pour lui promettre de la prendre à leur service.|puisque le père Maurice et Germain saccordaient pour lui promettre de la prendre à leur service.
la_mare_au_diable_07_f000025|Mais comme elle commençait à s’égayer et à badiner avec le petit Pierre, Germain eut la malheureuse idée de lui faire regarder, par la fenêtre du cabaret, la belle vue de la vallée qu’on voit tout entière de cette hauteur, et qui est si riante, si verte et si fertile.|Mais comme elle commençait à ségayer et à badiner avec le petit Pierre, Germain eut la malheureuse idée de lui faire regarder, par la fenêtre du cabaret, la belle vue de la vallée quon voit tout entière de cette hauteur, et qui est si riante, si verte et si fertile.
la_mare_au_diable_07_f000026|Marie regarda et demanda si de là on voyait les maisons de Belair.|Marie regarda et demanda si de là on voyait les maisons de Belair.
la_mare_au_diable_07_f000027|—Sans doute, dit Germain, et la métairie, et même ta maison.|-Sans doute, dit Germain, et la métairie, et même ta maison.
la_mare_au_diable_07_f000028|Tiens, ce petit point gris, pas loin du grand peuplier à Godard, plus bas que le clocher.|Tiens, ce petit point gris, pas loin du grand peuplier à Godard, plus bas que le clocher.
la_mare_au_diable_07_f000029|—Ah! je la vois, dit la petite; et là-dessus elle recommença de pleurer.|-Ah! je la vois, dit la petite; et là-dessus elle recommença de pleurer.
la_mare_au_diable_07_f000030|—J’ai eu tort de te faire songer à ça, dit Germain, je ne fais que des bêtises aujourd’hui!|-Jai eu tort de te faire songer à ça, dit Germain, je ne fais que des bêtises aujourdhui!
la_mare_au_diable_07_f000031|Allons, Marie, partons, ma fille; les jours sont courts, et dans une heure, quand la lune montera, il ne fera pas chaud.|Allons, Marie, partons, ma fille; les jours sont courts, et dans une heure, quand la lune montera, il ne fera pas chaud.
la_mare_au_diable_07_f000032|Ils se remirent en route, traversèrent la grande brande, et comme, pour ne pas fatiguer la jeune fille et l’enfant par un trop grand trot,|Ils se remirent en route, traversèrent la grande brande, et comme, pour ne pas fatiguer la jeune fille et lenfant par un trop grand trot,
la_mare_au_diable_07_f000033|Germain ne pouvait faire aller la Grise bien vite, le soleil était couché quand ils quittèrent la route pour gagner les bois.|Germain ne pouvait faire aller la Grise bien vite, le soleil était couché quand ils quittèrent la route pour gagner les bois.
la_mare_au_diable_07_f000034|Germain connaissait le chemin jusqu’au Magnier; mais il pensa qu’il aurait plus court en ne prenant pas l’avenue de Chanteloube, mais en descendant par Presles et la Sépulture, direction qu’il n’avait pas l’habitude de prendre quand il allait à la foire.|Germain connaissait le chemin jusquau Magnier; mais il pensa quil aurait plus court en ne prenant pas lavenue de Chanteloube, mais en descendant par Presles et la Sépulture, direction quil navait pas lhabitude de prendre quand il allait à la foire.
la_mare_au_diable_07_f000035|Il se trompa et perdit encore un peu de temps avant d’entrer dans le bois;|Il se trompa et perdit encore un peu de temps avant dentrer dans le bois;
la_mare_au_diable_07_f000036|encore n’y entra-t-il point par le bon côté, et il ne s’en aperçut pas, si bien qu’il tourna le dos à Fourche et gagna beaucoup plus haut du côté d’Ardentes.|encore ny entra-t-il point par le bon côté, et il ne sen aperçut pas, si bien quil tourna le dos à Fourche et gagna beaucoup plus haut du côté dArdentes.
la_mare_au_diable_07_f000037|Ce qui l’empêchait alors de s’orienter, c’était un brouillard qui s’élevait avec la nuit, un de ces brouillards des soirs d’automne, que la blancheur du clair de lune rend plus vagues et plus trompeurs encore.|Ce qui lempêchait alors de sorienter, cétait un brouillard qui sélevait avec la nuit, un de ces brouillards des soirs dautomne, que la blancheur du clair de lune rend plus vagues et plus trompeurs encore.
la_mare_au_diable_07_f000038|Les grandes flaques d’eau dont les clairières sont semées exhalaient des vapeurs si épaisses que, lorsque la Grise les traversait, on ne s’en apercevait qu’au clapotement de ses pieds et à la peine qu’elle avait à les tirer de la vase.|Les grandes flaques deau dont les clairières sont semées exhalaient des vapeurs si épaisses que, lorsque la Grise les traversait, on ne sen apercevait quau clapotement de ses pieds et à la peine quelle avait à les tirer de la vase.
la_mare_au_diable_07_f000039|Quand on eut enfin trouvé une belle allée bien droite, et qu’arrivé au bout, Germain chercha à voir où il était, il s’aperçut bien qu’il s’était perdu;|Quand on eut enfin trouvé une belle allée bien droite, et quarrivé au bout, Germain chercha à voir où il était, il saperçut bien quil sétait perdu;
la_mare_au_diable_07_f000040|car le père Maurice, en lui expliquant son chemin, lui avait dit qu’à la sortie des bois il aurait à descendre un bout de côte très raide, à traverser une immense prairie et à passer deux fois la rivière à gué.|car le père Maurice, en lui expliquant son chemin, lui avait dit quà la sortie des bois il aurait à descendre un bout de côte très raide, à traverser une immense prairie et à passer deux fois la rivière à gué.
la_mare_au_diable_07_f000041|Il lui avait même recommandé d’entrer dans cette rivière avec précaution, parce qu’au commencement de la saison il y avait eu de grandes pluies et que l’eau pouvait être un peu haute.|Il lui avait même recommandé dentrer dans cette rivière avec précaution, parce quau commencement de la saison il y avait eu de grandes pluies et que leau pouvait être un peu haute.
la_mare_au_diable_07_f000042|Ne voyant ni descente, ni prairie, ni rivière, mais la lande unie et blanche comme une nappe de neige, Germain s’arrêta, chercha une maison, attendit un passant, et ne trouva rien qui pût le renseigner.|Ne voyant ni descente, ni prairie, ni rivière, mais la lande unie et blanche comme une nappe de neige, Germain sarrêta, chercha une maison, attendit un passant, et ne trouva rien qui pût le renseigner.
la_mare_au_diable_07_f000043|Alors il revint sur ses pas et rentra dans les bois.|Alors il revint sur ses pas et rentra dans les bois.
la_mare_au_diable_07_f000044|Mais le brouillard s’épaissit encore plus, la lune fut tout à fait voilée, les chemins étaient affreux, les fondrières profondes.|Mais le brouillard sépaissit encore plus, la lune fut tout à fait voilée, les chemins étaient affreux, les fondrières profondes.
la_mare_au_diable_07_f000045|Par deux fois, la Grise faillit s’abattre; chargée comme elle l’était, elle perdait courage, et, si elle conservait assez de discernement pour ne pas se heurter contre les arbres,|Par deux fois, la Grise faillit sabattre; chargée comme elle létait, elle perdait courage, et, si elle conservait assez de discernement pour ne pas se heurter contre les arbres,
la_mare_au_diable_07_f000046|elle ne pouvait empêcher que ceux qui la montaient n’eussent affaire à de grosses branches, qui barraient le chemin à la hauteur de leurs têtes et qui les mettaient fort en danger.|elle ne pouvait empêcher que ceux qui la montaient neussent affaire à de grosses branches, qui barraient le chemin à la hauteur de leurs têtes et qui les mettaient fort en danger.
la_mare_au_diable_07_f000047|Germain perdit son chapeau dans une de ces rencontres et eut grand’peine à le retrouver.|Germain perdit son chapeau dans une de ces rencontres et eut grandpeine à le retrouver.
la_mare_au_diable_07_f000048|Petit- Pierre s’était endormi, et, se laissant aller comme un sac, il embarrassait tellement les bras de son père, que celui-ci ne pouvait plus ni soutenir ni diriger le cheval.|Petit- Pierre sétait endormi, et, se laissant aller comme un sac, il embarrassait tellement les bras de son père, que celui-ci ne pouvait plus ni soutenir ni diriger le cheval.
la_mare_au_diable_07_f000049|—Je crois que nous sommes ensorcelés, dit Germain en s’arrêtant: car ces bois ne sont pas assez grands pour qu’on s’y perde, à moins d’être ivre, et il y a deux heures au moins que nous y tournons sans pouvoir en sortir.|-Je crois que nous sommes ensorcelés, dit Germain en sarrêtant: car ces bois ne sont pas assez grands pour quon sy perde, à moins dêtre ivre, et il y a deux heures au moins que nous y tournons sans pouvoir en sortir.
la_mare_au_diable_07_f000050|La Grise n’a qu’une idée en tête, c’est de s’en retourner à la maison, et c’est elle qui me fait tromper.|La Grise na quune idée en tête, cest de sen retourner à la maison, et cest elle qui me fait tromper.
la_mare_au_diable_07_f000051|Si nous voulons nous en aller chez nous, nous n’avons qu’à la laisser faire.|Si nous voulons nous en aller chez nous, nous navons quà la laisser faire.
la_mare_au_diable_07_f000052|Mais quand nous sommes peut-être à deux pas de l’endroit où nous devons coucher, il faudrait être fou pour y renoncer et recommencer une si longue route.|Mais quand nous sommes peut-être à deux pas de lendroit où nous devons coucher, il faudrait être fou pour y renoncer et recommencer une si longue route.
la_mare_au_diable_07_f000053|Cependant, je ne sais plus que faire. Je ne vois ni ciel ni terre, et je crains que cet enfant-là ne prenne la fièvre si nous restons dans ce damné brouillard,|Cependant, je ne sais plus que faire. Je ne vois ni ciel ni terre, et je crains que cet enfant-là ne prenne la fièvre si nous restons dans ce damné brouillard,
la_mare_au_diable_07_f000054|ou qu’il ne soit écrasé par notre poids si le cheval vient à s’abattre en avant.|ou quil ne soit écrasé par notre poids si le cheval vient à sabattre en avant.
la_mare_au_diable_07_f000055|—Il ne faut pas nous obstiner davantage, dit la petite Marie.|-Il ne faut pas nous obstiner davantage, dit la petite Marie.
la_mare_au_diable_07_f000056|Descendons, Germain; donnez-moi l’enfant, je le porterai fort bien, et j’empêcherai mieux que vous que la cape, se dérangeant, ne le laisse à découvert.|Descendons, Germain; donnez-moi lenfant, je le porterai fort bien, et jempêcherai mieux que vous que la cape, se dérangeant, ne le laisse à découvert.
la_mare_au_diable_07_f000057|Vous conduirez la jument par la bride, et nous verrons peut-être plus clair quand nous serons plus près de la terre.|Vous conduirez la jument par la bride, et nous verrons peut-être plus clair quand nous serons plus près de la terre.
la_mare_au_diable_07_f000058|Ce moyen ne réussit qu’à les préserver d’une chute de cheval, car le brouillard rampait et semblait se coller à la terre humide.|Ce moyen ne réussit quà les préserver dune chute de cheval, car le brouillard rampait et semblait se coller à la terre humide.
la_mare_au_diable_07_f000059|La marche était pénible, et ils furent bientôt si harassés qu’ils s’arrêtèrent en rencontrant enfin un endroit sec sous de grands chênes.|La marche était pénible, et ils furent bientôt si harassés quils sarrêtèrent en rencontrant enfin un endroit sec sous de grands chênes.
la_mare_au_diable_07_f000060|La petite Marie était en nage, mais elle ne se plaignait ni ne s’inquiétait de rien.|La petite Marie était en nage, mais elle ne se plaignait ni ne sinquiétait de rien.
la_mare_au_diable_07_f000061|Occupée seulement de l’enfant, elle s’assit sur le sable et le coucha sur ses genoux, tandis que Germain explorait les environs, après avoir passé les rênes de la Grise dans une branche d’arbre.|Occupée seulement de lenfant, elle sassit sur le sable et le coucha sur ses genoux, tandis que Germain explorait les environs, après avoir passé les rênes de la Grise dans une branche darbre.
la_mare_au_diable_07_f000062|Mais la Grise, qui s’ennuyait fort de ce voyage, donna un coup de reins, dégagea les rênes, rompit les sangles, et lâchant, par manière d’acquit,|Mais la Grise, qui sennuyait fort de ce voyage, donna un coup de reins, dégagea les rênes, rompit les sangles, et lâchant, par manière dacquit,
la_mare_au_diable_07_f000063|une demi-douzaine de ruades plus haut que sa tête, partit à travers les taillis, montrant fort bien qu’elle n’avait besoin de personne pour retrouver son chemin.|une demi-douzaine de ruades plus haut que sa tête, partit à travers les taillis, montrant fort bien quelle navait besoin de personne pour retrouver son chemin.
la_mare_au_diable_07_f000064|—Çà, dit Germain, après avoir vainement cherché à la rattraper, nous voici à pied, et rien ne nous servirait de nous trouver dans le bon chemin, car il nous faudrait traverser la rivière à pied;|-Çà, dit Germain, après avoir vainement cherché à la rattraper, nous voici à pied, et rien ne nous servirait de nous trouver dans le bon chemin, car il nous faudrait traverser la rivière à pied;
