odysseus_01_f000001|Erster Abend.|Erster Abend.
odysseus_06_f000155|Und jener fand, daß der Mann alles nach der Wahrheit schilderte, als wäre er selber zugegen gewesen, und der treffliche Gesang erschütterte abermals sein Herz, so daß er nicht ruhig aufsehen konnte,|Und jener fand, daß der Mann alles nach der Wahrheit schilderte, als wäre er selber zugegen gewesen, und der treffliche Gesang erschütterte abermals sein Herz, so daß er nicht ruhig aufsehen konnte,
odysseus_06_f000156|wie die andern Gaste, sondern oft seufzte und sich verstohlen die Thränen trocknen mußte.|wie die andern Gaste, sondern oft seufzte und sich verstohlen die Thränen trocknen mußte.
odysseus_06_f000157|Alkinoos bemerkte es wieder, und mit derselben Schonung, wie das erste Mal, gebot er dem Sänger Stillschweigen und sprach zu den versammelten Gästen: Hört, ihr Fürsten der Phäaken, ich dachte, wir ließen jetzt den Sänger und die Phorminx ruhen;|Alkinoos bemerkte es wieder, und mit derselben Schonung, wie das erste Mal, gebot er dem Sänger Stillschweigen und sprach zu den versammelten Gästen: Hört, ihr Fürsten der Phäaken, ich dachte, wir ließen jetzt den Sänger und die Phorminx ruhen;
odysseus_06_f000158|denn wahrlich nicht allen singt jener zur Freude.|denn wahrlich nicht allen singt jener zur Freude.
odysseus_06_f000159|Unser Gast sitzt in Thränen, seitdem der Gesang ertönt; ihm scheint ein schwerer Gram an dem Herzen zu nagen.|Unser Gast sitzt in Thränen, seitdem der Gesang ertönt; ihm scheint ein schwerer Gram an dem Herzen zu nagen.
odysseus_06_f000160|Laßt also den Sänger einhalten, damit wir alle fröhlich sein können; denn für den Gast ist ja doch alles bereitet, und lieb wie ein Bruder muß uns ein Fremdling sein, der uns mit Vertrauen nahet.|Laßt also den Sänger einhalten, damit wir alle fröhlich sein können; denn für den Gast ist ja doch alles bereitet, und lieb wie ein Bruder muß uns ein Fremdling sein, der uns mit Vertrauen nahet.
odysseus_06_f000161|Und nun sage du uns, Freund, ohne Ausflucht, was ich von dir zu wissen wünschte.|Und nun sage du uns, Freund, ohne Ausflucht, was ich von dir zu wissen wünschte.
odysseus_06_f000162|Sprich, wie heißest du, und welchen Eltern und welchem Lande gehörst du an?|Sprich, wie heißest du, und welchen Eltern und welchem Lande gehörst du an?
odysseus_06_f000163|Denn das müssen wir wissen, wenn wir dich geleiten sollen; und geleiten wollen wir dich gern, wenngleich ein altes Orakel uns droht, der eifersüchtige Poseidon werde einmal eins unserer Schiffe,|Denn das müssen wir wissen, wenn wir dich geleiten sollen; und geleiten wollen wir dich gern, wenngleich ein altes Orakel uns droht, der eifersüchtige Poseidon werde einmal eins unserer Schiffe,
odysseus_06_f000164|wenn es von einer Begleitung zurückkomme, in den Meeresgrund versenken.|wenn es von einer Begleitung zurückkomme, in den Meeresgrund versenken.
odysseus_06_f000165|Sage uns auch, wo überall du gewesen bist, und erzähle uns von den Menschen, die du angetroffen hast.|Sage uns auch, wo überall du gewesen bist, und erzähle uns von den Menschen, die du angetroffen hast.
odysseus_06_f000166|Welche hast du noch wild und ohne Sitte gefunden, und wo hast du Völker gesehen, die Fremdlinge gern beherbergten und ehrfurchtsvolle Scheu vor den Göttern hatten?|Welche hast du noch wild und ohne Sitte gefunden, und wo hast du Völker gesehen, die Fremdlinge gern beherbergten und ehrfurchtsvolle Scheu vor den Göttern hatten?
odysseus_06_f000167|Erzähle uns alles, auch warum du geweint hast, als der Sänger von Troja sang.|Erzähle uns alles, auch warum du geweint hast, als der Sänger von Troja sang.
odysseus_06_f000168|Hast du vielleicht auch bei jenem Unglückszuge einen Bruder oder Verwandten oder einen lieben Freund verloren?|Hast du vielleicht auch bei jenem Unglückszuge einen Bruder oder Verwandten oder einen lieben Freund verloren?
odysseus_06_f000169|Ach, das ganze Elend war gewiß eine Götterschickung, und Troja hat untergehen, so viele Helden haben fallen müssen, um noch spät den künftigen Geschlechtern die Herzen zu rühren.|Ach, das ganze Elend war gewiß eine Götterschickung, und Troja hat untergehen, so viele Helden haben fallen müssen, um noch spät den künftigen Geschlechtern die Herzen zu rühren.
odysseus_07_f000001|Siebenter Abend.|Siebenter Abend.
odysseus_07_f000002|Odysseus erzählt seine Abenteuer.|Odysseus erzählt seine Abenteuer.
odysseus_07_f000003|Erst jetzt also wollte der Wirt den Namen seines Gastes wissen, nachdem er ihn schon lange freundlich beherbergt, gespeist und getränkt hatte.|Erst jetzt also wollte der Wirt den Namen seines Gastes wissen, nachdem er ihn schon lange freundlich beherbergt, gespeist und getränkt hatte.
odysseus_07_f000004|Sonderbar!|Sonderbar!
odysseus_07_f000005|Bei uns ist die erste Frage an einen Fremden, der in unser Haus eintritt, mit wem man die Ehre habe zu sprechen.|Bei uns ist die erste Frage an einen Fremden, der in unser Haus eintritt, mit wem man die Ehre habe zu sprechen.
odysseus_07_f000006|Und hier scheinen wir sogar Gleichgültigkeit zu finden bei einem Volke, das doch in andern Fällen so feinen Sinn zeigt.|Und hier scheinen wir sogar Gleichgültigkeit zu finden bei einem Volke, das doch in andern Fällen so feinen Sinn zeigt.
odysseus_07_f000007|Allein, das wäre wahrlich ein vorschnelles Urteil!|Allein, das wäre wahrlich ein vorschnelles Urteil!
odysseus_07_f000008|Gerade in dieser Unterdrückung der unschuldigsten Neugier liegt ein Schicklichkeitsgefühl und zugleich eine Zartheit religiöser Empfindung, die in uns Neueren fast erloschen ist.|Gerade in dieser Unterdrückung der unschuldigsten Neugier liegt ein Schicklichkeitsgefühl und zugleich eine Zartheit religiöser Empfindung, die in uns Neueren fast erloschen ist.
odysseus_07_f000009|In jenen Zeiten war das Land überall nur strichweise angebaut; die einzelnen Völkerschaften hatten fast gar keinen Verkehr miteinander, und ihr Zusammentreffen war öfter feindlich als freundlich.|In jenen Zeiten war das Land überall nur strichweise angebaut; die einzelnen Völkerschaften hatten fast gar keinen Verkehr miteinander, und ihr Zusammentreffen war öfter feindlich als freundlich.
odysseus_07_f000010|Ja jedes Volk, mit dem nicht besondere Verträge bestanden, galt als ein feindliches, und räuberische Einfälle in sein Gebiet waren nicht unerlaubt.|Ja jedes Volk, mit dem nicht besondere Verträge bestanden, galt als ein feindliches, und räuberische Einfälle in sein Gebiet waren nicht unerlaubt.
odysseus_07_f000011|Auch unter sich hing jedes einzelne Volk nur durch lockere Bande zusammen; die Macht des Königs hatte nicht viel zu bedeuten; nur daß er die Beratung und Ausführung bürgerlicher und religiöser Angelegenheiten leitete und im Kriege Anführer war,|Auch unter sich hing jedes einzelne Volk nur durch lockere Bande zusammen; die Macht des Königs hatte nicht viel zu bedeuten; nur daß er die Beratung und Ausführung bürgerlicher und religiöser Angelegenheiten leitete und im Kriege Anführer war,
odysseus_07_f000012|auch wohl Recht sprach unter seinem Volke.|auch wohl Recht sprach unter seinem Volke.
odysseus_07_f000013|Die Beschäftigungen der Menschen waren noch alle höchst einfach, und an Abteilungen nach Zünften und Gewerken war noch gar nicht zu denken.|Die Beschäftigungen der Menschen waren noch alle höchst einfach, und an Abteilungen nach Zünften und Gewerken war noch gar nicht zu denken.
odysseus_07_f000014|Nur die drei Stände der Edeln, des Volkes und der Knechte waren voneinander geschieden.|Nur die drei Stände der Edeln, des Volkes und der Knechte waren voneinander geschieden.
odysseus_07_f000015|Ein höchst eingeschränkter Handel denn nach ausländischen Waren fühlte man kein Bedürfnis hatte kaum hie und da Wege von einem Volke zum andern gebahnt; man kannte nichts weiter von der Erde mit Gewißheit, als was man selbst gesehen hatte;|Ein höchst eingeschränkter Handel denn nach ausländischen Waren fühlte man kein Bedürfnis hatte kaum hie und da Wege von einem Volke zum andern gebahnt; man kannte nichts weiter von der Erde mit Gewißheit, als was man selbst gesehen hatte;
odysseus_07_f000016|und wer in die Ferne auszog, hatte gewöhnlich alle Gefahren einer Entdeckungsreise zu überwinden und mußte sich durch Wälder und unbetretene Gebirge und menschenleere Gegenden erst selbst die Pfade schaffen.|und wer in die Ferne auszog, hatte gewöhnlich alle Gefahren einer Entdeckungsreise zu überwinden und mußte sich durch Wälder und unbetretene Gebirge und menschenleere Gegenden erst selbst die Pfade schaffen.
odysseus_07_f000017|Mit Recht wurde also der kühne Mann, der sich mit seinem Wanderstabe über das einheimische Gebiet hinauswagte, als ein halb Verlorener betrachtet.|Mit Recht wurde also der kühne Mann, der sich mit seinem Wanderstabe über das einheimische Gebiet hinauswagte, als ein halb Verlorener betrachtet.
odysseus_07_f000018|Mit Recht empfahl man ihn dem Schutze der Götter, und mit Recht staunte man den Pilger, der alle Mühsal solch einer Reise zur See und zu Lande glücklich überstanden und vieler fernen Völker Städte und Sitten kennen gelernt hatte,|Mit Recht empfahl man ihn dem Schutze der Götter, und mit Recht staunte man den Pilger, der alle Mühsal solch einer Reise zur See und zu Lande glücklich überstanden und vieler fernen Völker Städte und Sitten kennen gelernt hatte,
odysseus_07_f000019|als einen Glücklichen an, über dessen Leben ein besonderes gnädiges Geschick gewaltet habe.|als einen Glücklichen an, über dessen Leben ein besonderes gnädiges Geschick gewaltet habe.
odysseus_07_f000020|Ja gewiß meinte dann der kindlich vertrauende Sinn der Griechen weiter gewiß nimmt sich der Vater Zeus selbst von seinem Olymp herab aller Reisenden an, sonst würden ihrer nicht so viele unverletzt zurückkommen.|Ja gewiß meinte dann der kindlich vertrauende Sinn der Griechen weiter gewiß nimmt sich der Vater Zeus selbst von seinem Olymp herab aller Reisenden an, sonst würden ihrer nicht so viele unverletzt zurückkommen.
odysseus_07_f000021|Gewiß sieht eres gern, wenn man seinen Schützlingen unterwegs wohlthut, und sicher muß man ihn tief beleidigen, wenn man diejenigen, die er behüten will, nicht aufnimmt und ihnen die Reise nicht erleichtert.|Gewiß sieht eres gern, wenn man seinen Schützlingen unterwegs wohlthut, und sicher muß man ihn tief beleidigen, wenn man diejenigen, die er behüten will, nicht aufnimmt und ihnen die Reise nicht erleichtert.
odysseus_07_f000022|Aus diesem frommen Glauben entstand die schöne Sitte der Gastfreundschaft und der allenthalben gültige Grundsatz, ein Reisender müsse aufgenommen werden, er sei wer er wolle;|Aus diesem frommen Glauben entstand die schöne Sitte der Gastfreundschaft und der allenthalben gültige Grundsatz, ein Reisender müsse aufgenommen werden, er sei wer er wolle;
odysseus_07_f000023|ja es sei das höchste Vergehen gegen die Götter überhaupt und besonders gegen den Zeus einen Fremdling abzuweisen, der sich hilfeflehend nahe.|ja es sei das höchste Vergehen gegen die Götter überhaupt und besonders gegen den Zeus einen Fremdling abzuweisen, der sich hilfeflehend nahe.
odysseus_07_f000024|Daher die heilige Scheu vor der Person eines Reisenden, die selbst so weit ging, daß man lieber unwissend die Wohlthat reichte, ehe man vielleicht eine unglückliche Frage that.|Daher die heilige Scheu vor der Person eines Reisenden, die selbst so weit ging, daß man lieber unwissend die Wohlthat reichte, ehe man vielleicht eine unglückliche Frage that.
odysseus_07_f000025|Denn der Fremde konnte ja ein Erbfeind des Hauses oder des Volkes sein, das ihn aufnahm; er konnte vielleicht gar einen Vater oder Bruder dessen, bei dem er nun einkehrte, erschlagen haben.|Denn der Fremde konnte ja ein Erbfeind des Hauses oder des Volkes sein, das ihn aufnahm; er konnte vielleicht gar einen Vater oder Bruder dessen, bei dem er nun einkehrte, erschlagen haben.
odysseus_07_f000026|Die Rache würde alsdann seinen Tod geboten haben, und die Pflicht der Gastfreundschaft wäre aufgehoben gewesen.|Die Rache würde alsdann seinen Tod geboten haben, und die Pflicht der Gastfreundschaft wäre aufgehoben gewesen.
odysseus_07_f000027|Aber ehe man den Beschützer der Reisenden, den erhabenen Zeus, erzürnte, vermied man lieber ängstlich, den Namen des Gastes zu erfahren, so lange man nicht wußte, daß ein solcher Fall gewiß nicht zu befürchten sei.|Aber ehe man den Beschützer der Reisenden, den erhabenen Zeus, erzürnte, vermied man lieber ängstlich, den Namen des Gastes zu erfahren, so lange man nicht wußte, daß ein solcher Fall gewiß nicht zu befürchten sei.
odysseus_07_f000028|Dem Odysseus merkte man nun wohl hinreichend an, daß er bisher nichts mit einem Phäaken zu schaffen gehabt haben könne, und da sein ganzes Betragen die Neugier seiner Wirte aufs höchste spannte,|Dem Odysseus merkte man nun wohl hinreichend an, daß er bisher nichts mit einem Phäaken zu schaffen gehabt haben könne, und da sein ganzes Betragen die Neugier seiner Wirte aufs höchste spannte,
odysseus_07_f000029|so hatte nun endlich Alkinoos, der ja alles, was einem Reisenden frommte, in reichem Maße an Odysseus gethan, ein Herz gefaßt ihn nach seinem Namen und seiner Geschichte zu fragen.|so hatte nun endlich Alkinoos, der ja alles, was einem Reisenden frommte, in reichem Maße an Odysseus gethan, ein Herz gefaßt ihn nach seinem Namen und seiner Geschichte zu fragen.
odysseus_07_f000030|Alle saßen in stummer Erwartung umher und sahen den Fremdling an.|Alle saßen in stummer Erwartung umher und sahen den Fremdling an.
odysseus_07_f000031|Ja, begann Odysseus, herrlich ist es hier bei euch, und eine Wonne ist es solchen Sänger zu hören und sein unsterbliches Lied.|Ja, begann Odysseus, herrlich ist es hier bei euch, und eine Wonne ist es solchen Sänger zu hören und sein unsterbliches Lied.
odysseus_07_f000032|Schöneres kenne ich nicht, als wenn die Reihen der Gäste rings im Saale schmausend sitzen, der Herold von einem Tische zum andern geht und die Becher füllt,|Schöneres kenne ich nicht, als wenn die Reihen der Gäste rings im Saale schmausend sitzen, der Herold von einem Tische zum andern geht und die Becher füllt,
odysseus_07_f000033|und nun der Sänger das Lied anstimmt von den Großthaten alter und neuer Zeit, daß alle Hörer sich freuen.|und nun der Sänger das Lied anstimmt von den Großthaten alter und neuer Zeit, daß alle Hörer sich freuen.
odysseus_07_f000034|Denn Spiel und Gesang sind ja die Würze des Mahles.|Denn Spiel und Gesang sind ja die Würze des Mahles.
odysseus_07_f000035|Aber ihr fragt mich jetzt um mein jammervolles Schicksal.|Aber ihr fragt mich jetzt um mein jammervolles Schicksal.
odysseus_07_f000036|Ach, das wird mich noch trauriger machen!|Ach, das wird mich noch trauriger machen!
odysseus_07_f000037|Was soll ich doch zuerst, was soll ich zuletzt euch erzählen? wo anfangen, wo aufhören?|Was soll ich doch zuerst, was soll ich zuletzt euch erzählen? wo anfangen, wo aufhören?
odysseus_07_f000038|Denn die himmlischen Götter haben viel Elend auf mich gehäuft.|Denn die himmlischen Götter haben viel Elend auf mich gehäuft.
odysseus_07_f000039|Mein Name mag das erste sein, damit ihr mich kennet und mich als euren Gastfreund im Andenken behaltet, wie weit uns auch das Schicksal trennen mag.|Mein Name mag das erste sein, damit ihr mich kennet und mich als euren Gastfreund im Andenken behaltet, wie weit uns auch das Schicksal trennen mag.
odysseus_07_f000040|Ich bin Odysseus von Ithaka, der Sohn des Laërtes, durch klugen Rat und kluge That weithin bekannt; mein Ruhm geht über die Erde.|Ich bin Odysseus von Ithaka, der Sohn des Laertes, durch klugen Rat und kluge That weithin bekannt; mein Ruhm geht über die Erde.
odysseus_07_f000041|Die Phäaken starrten vor Verwunderung, und der alte Sänger beklagte den Verlust seiner Augen, daß er den Mann nicht sehen könne, dessen Heldenthaten er mit eigenem Entzücken so oft gesungen, und der jetzt plötzlich leibhaftig vor ihm saß.|Die Phäaken starrten vor Verwunderung, und der alte Sänger beklagte den Verlust seiner Augen, daß er den Mann nicht sehen könne, dessen Heldenthaten er mit eigenem Entzücken so oft gesungen, und der jetzt plötzlich leibhaftig vor ihm saß.
