altehaus_001_f000001|Kapitel 1.|Kapitel eins.
altehaus_003_f000100|Der alte Herr schien aber weder das Eine noch das Andere zu beabsichtigen.|Der alte Herr schien aber weder das Eine noch das Andere zu beabsichtigen.
altehaus_003_f000101|Thüren und Fenster blieben verschlossen; aus den Schornsteinen stieg kein Rauch auf; alles Klopfen an der Thür, als man doch ernstlich besorgt wurde, blieb unbeantwortet,|Thüren und Fenster blieben verschlossen; aus den Schornsteinen stieg kein Rauch auf; alles Klopfen an der Thür, als man doch ernstlich besorgt wurde, blieb unbeantwortet,
altehaus_003_f000102|und wie die Gerichte endlich, kraft ihres Amtes, sich gewaltsamen Eintritt in das dunkle Heiligthum erzwangen, lag der alte Herr Quetzlinberger in seinem gelbseidenen Schlafrock im Bette und war todt.|und wie die Gerichte endlich, kraft ihres Amtes, sich gewaltsamen Eintritt in das dunkle Heiligthum erzwangen, lag der alte Herr Quetzlinberger in seinem gelbseidenen Schlafrock im Bette und war todt.
altehaus_003_f000103|Einen halben Tag waren hierauf die Gerichte damit beschäftigt, ein Testament unter den vorhandenen Papieren des Dahingeschiedenen zu entdecken.|Einen halben Tag waren hierauf die Gerichte damit beschäftigt, ein Testament unter den vorhandenen Papieren des Dahingeschiedenen zu entdecken.
altehaus_003_f000104|Sie fanden nichts Derartiges, und nur im Schreibtische einen Zettel, nach dem sein Neffe Konrad G. Schierling, im Falle sein verschwundener Sohn nicht wieder aufgefunden würde, zu seinem Universalerben eingesetzt werden solle.|Sie fanden nichts Derartiges, und nur im Schreibtische einen Zettel, nach dem sein Neffe Konrad G. Schierling, im Falle sein verschwundener Sohn nicht wieder aufgefunden würde, zu seinem Universalerben eingesetzt werden solle.
altehaus_003_f000105|Der alte Herr wurde hierauf begraben, das Haus versiegelt, und der Proceß um die Hinterlassenschaft,|Der alte Herr wurde hierauf begraben, das Haus versiegelt, und der Proceß um die Hinterlassenschaft,
altehaus_003_f000106|da sich die übrigen Erben einem so unvollständigen Testamente nicht fügen wollten und für die Ansprüche des verschollenen Sohnes ein Fremder auftrat, begann.|da sich die übrigen Erben einem so unvollständigen Testamente nicht fügen wollten und für die Ansprüche des verschollenen Sohnes ein Fremder auftrat, begann.
altehaus_003_f000107|Advocaten und Erben starben – der Proceß lebte fort, ja, schien mit den Jahren, je schwieriger es wurde, ihn zu sichten, nur immer neue Kraft zu gewinnen.|Advocaten und Erben starben - der Proceß lebte fort, ja, schien mit den Jahren, je schwieriger es wurde, ihn zu sichten, nur immer neue Kraft zu gewinnen.
altehaus_003_f000108|Zu dem alten Hause gehörte dabei noch ein sehr bedeutendes Areal von Bauplätzen und Ackerland in der unmittelbaren Nähe der Stadt.|Zu dem alten Hause gehörte dabei noch ein sehr bedeutendes Areal von Bauplätzen und Ackerland in der unmittelbaren Nähe der Stadt.
altehaus_003_f000109|Einem alten Uebereinkommen nach war dieses durch das Gericht selber alljährlich verpachtet worden, um aus dessen Ertrag eben so regelmäßig die fortlaufenden Proceßkosten zu bezahlen.|Einem alten Uebereinkommen nach war dieses durch das Gericht selber alljährlich verpachtet worden, um aus dessen Ertrag eben so regelmäßig die fortlaufenden Proceßkosten zu bezahlen.
altehaus_003_f000110|Diese hatten dadurch vollständige Sicherheit erhalten, und mehrere Geschlechter von Juristen lebenslängliche Renten daraus bezogen, bis eine vernünftigere Generation von Erben sich einem Vergleiche geneigt zeigte.|Diese hatten dadurch vollständige Sicherheit erhalten, und mehrere Geschlechter von Juristen lebenslängliche Renten daraus bezogen, bis eine vernünftigere Generation von Erben sich einem Vergleiche geneigt zeigte.
altehaus_003_f000111|Außer dem bestrittenen Universal-Erben, dem jungen Schierling, erhob die Hauptansprüche ein Doctor Hetzelhofer, der eine von dem jungen Quetzlinberger selbst ausgestellte Verschreibung besaß,|Außer dem bestrittenen Universal-Erben, dem jungen Schierling, erhob die Hauptansprüche ein Doctor Hetzelhofer, der eine von dem jungen Quetzlinberger selbst ausgestellte Verschreibung besaß,
altehaus_003_f000112|worin ihm, oder vielmehr seinem Vorfahren, sämmtliche Ansprüche desselben übertragen wurden.|worin ihm, oder vielmehr seinem Vorfahren, sämmtliche Ansprüche desselben übertragen wurden.
altehaus_003_f000113|Woher er sie erhalten, blieb ziemlich ungewiß.|Woher er sie erhalten, blieb ziemlich ungewiß.
altehaus_003_f000114|Doctor Hetzelhofer aber behauptete, sein Großvater habe dem damals noch jungen Manne wichtige Dienste geleistet, der junge Quetzlinberger selber sei aber später auf einer heimlich unternommenen Seereise verunglückt.|Doctor Hetzelhofer aber behauptete, sein Großvater habe dem damals noch jungen Manne wichtige Dienste geleistet, der junge Quetzlinberger selber sei aber später auf einer heimlich unternommenen Seereise verunglückt.
altehaus_003_f000115|In sein Interesse hatte er dabei einen anderen weitläufigen Verwandten des alten Herrn Quetzlinberger, der auch dessen Namen trug und ein sehr geschickter Advocat war, gezogen – vielleicht hauptsächlich mit des Namens wegen.|In sein Interesse hatte er dabei einen anderen weitläufigen Verwandten des alten Herrn Quetzlinberger, der auch dessen Namen trug und ein sehr geschickter Advocat war, gezogen - vielleicht hauptsächlich mit des Namens wegen.
altehaus_003_f000116|So bildeten die Herren Hetzelhofer und Quetzlinberger gegen Schierling oder dessen Erben, mit einem größeren Anhang weitläufiger Verwandter, die beiden Hauptparteien des Processes.|So bildeten die Herren Hetzelhofer und Quetzlinberger gegen Schierling oder dessen Erben, mit einem größeren Anhang weitläufiger Verwandter, die beiden Hauptparteien des Processes.
altehaus_003_f000117|Um aber die Sache an Ort und Stelle besser betreiben zu können, war Doctor Hetzelhofer, der Enkel des Doctor Hetzelhofer, welcher die ersten Ansprüche erhoben hatte,|Um aber die Sache an Ort und Stelle besser betreiben zu können, war Doctor Hetzelhofer, der Enkel des Doctor Hetzelhofer, welcher die ersten Ansprüche erhoben hatte,
altehaus_003_f000118|nach Hellburg selbst, und zwar dem alten Hause gerade gegenüber, in die nämliche Wohnung eingezogen, in der Mariens Großeltern in früheren Jahren gewohnt hatten.|nach Hellburg selbst, und zwar dem alten Hause gerade gegenüber, in die nämliche Wohnung eingezogen, in der Mariens Großeltern in früheren Jahren gewohnt hatten.
altehaus_003_f000119|Durch Briefe, die er mitbrachte, war er dabei ebenfalls an Regierungs-Rath Hechner empfohlen und mit diesem bekannt geworden, und wenn auch der Regierungs-Rath selber keine große Freude an dem etwas abstoßenden, verschlossenen Manne fand,|Durch Briefe, die er mitbrachte, war er dabei ebenfalls an Regierungs-Rath Hechner empfohlen und mit diesem bekannt geworden, und wenn auch der Regierungs-Rath selber keine große Freude an dem etwas abstoßenden, verschlossenen Manne fand,
altehaus_003_f000120|lernte doch die indeß herangewachsene Marie die ihr an Jahren allerdings überlegene Schwester des Doctors kennen und lieb gewinnen, und war von da an oft in des Doctors Hause.|lernte doch die indeß herangewachsene Marie die ihr an Jahren allerdings überlegene Schwester des Doctors kennen und lieb gewinnen, und war von da an oft in des Doctors Hause.
altehaus_003_f000121|Helene, wie des Doctors Schwester hieß, mochte zwei- oder dreiunddreißig Jahre alt sein und führte, von einer alten Dienstmagd unterstützt, welche die gröberen Arbeiten verrichtete, ihrem Bruder die Wirthschaft.|Helene, wie des Doctors Schwester hieß, mochte zwei- oder dreiunddreißig Jahre alt sein und führte, von einer alten Dienstmagd unterstützt, welche die gröberen Arbeiten verrichtete, ihrem Bruder die Wirthschaft.
altehaus_003_f000122|Sie war dabei ernst und häuslich, und vielleicht von einem mehr schwärmerischen als prosaischen Charakter, gegen dessen Uebertreibung sie aber schon ihre Jahre wie ihre Ruhe schützten.|Sie war dabei ernst und häuslich, und vielleicht von einem mehr schwärmerischen als prosaischen Charakter, gegen dessen Uebertreibung sie aber schon ihre Jahre wie ihre Ruhe schützten.
altehaus_003_f000123|Dennoch war es das vielleicht gewesen, was Marien besonders zu ihr hingezogen hatte.|Dennoch war es das vielleicht gewesen, was Marien besonders zu ihr hingezogen hatte.
altehaus_003_f000124|Marie, die indessen ihr siebenzehntes Jahr erreicht, schien ihren Körper in der raschen Entwickelung eher gekräftigt und die frühere Reizbarkeit und Erregtheit der Nerven fast ganz abgeschüttelt zu haben.|Marie, die indessen ihr siebenzehntes Jahr erreicht, schien ihren Körper in der raschen Entwickelung eher gekräftigt und die frühere Reizbarkeit und Erregtheit der Nerven fast ganz abgeschüttelt zu haben.
altehaus_003_f000125|Nichts desto weniger war ihr noch immer eine gewisse Vorliebe für das Uebernatürliche, ein Hang zu einer leisen Schwärmerei geblieben, der jedoch mit ihren früheren Träumen und Ideen in keiner Verbindung mehr stand.|Nichts desto weniger war ihr noch immer eine gewisse Vorliebe für das Uebernatürliche, ein Hang zu einer leisen Schwärmerei geblieben, der jedoch mit ihren früheren Träumen und Ideen in keiner Verbindung mehr stand.
altehaus_003_f000126|Das alte Haus und was es enthielt, hatte keinen Antheil mehr an jenem unbekannten Etwas, das ihre Brust manchmal erfüllte,|Das alte Haus und was es enthielt, hatte keinen Antheil mehr an jenem unbekannten Etwas, das ihre Brust manchmal erfüllte,
altehaus_003_f000127|und die Bilder jener Zeit waren theils vergessen, theils so in den Hintergrund gedrängt, um mehr als einen gelegentlichen Gedanken daran zu beanspruchen.|und die Bilder jener Zeit waren theils vergessen, theils so in den Hintergrund gedrängt, um mehr als einen gelegentlichen Gedanken daran zu beanspruchen.
altehaus_003_f000128|Die stille, sinnige Helene war ihr, mit diesem Gefühl, diesem halb unbewußten Drang im Herzen, deßhalb auch vor allen Anderen eine liebe Gesellschafterin geworden.|Die stille, sinnige Helene war ihr, mit diesem Gefühl, diesem halb unbewußten Drang im Herzen, deßhalb auch vor allen Anderen eine liebe Gesellschafterin geworden.
altehaus_003_f000129|In der Jugend schließt sich ja das Herz so gern an ein gleich fühlendes an, und noch nicht getäuscht, sucht und findet es leicht, was ihm fehlt, in dem Nachbarherzen.|In der Jugend schließt sich ja das Herz so gern an ein gleich fühlendes an, und noch nicht getäuscht, sucht und findet es leicht, was ihm fehlt, in dem Nachbarherzen.
altehaus_003_f000130|Die Welt liegt da noch im rosigen Licht der aufgehenden Sonne frei und offen vor uns, und kein Falsch in der eigenen Brust, keinen Gedanken,|Die Welt liegt da noch im rosigen Licht der aufgehenden Sonne frei und offen vor uns, und kein Falsch in der eigenen Brust, keinen Gedanken,
altehaus_003_f000131|der das Licht zu scheuen brauchte, suchen und finden wir auch nichts Anderes in denen, die Schicksal oder Zufall in unseren Pfad geworfen.|der das Licht zu scheuen brauchte, suchen und finden wir auch nichts Anderes in denen, die Schicksal oder Zufall in unseren Pfad geworfen.
altehaus_003_f000132|So glücklich, wie wir dabei selbst uns fühlen, so glücklich scheint uns Alles um uns her, im Wiederglanz unseres eigenen reinen Herzens – aber die Zeit gießt Gift in den krystallenen Becher.|So glücklich, wie wir dabei selbst uns fühlen, so glücklich scheint uns Alles um uns her, im Wiederglanz unseres eigenen reinen Herzens - aber die Zeit gießt Gift in den krystallenen Becher.
altehaus_003_f000133|Tropfen nach Tropfen läßt sie langsam hineinfallen in die demantene Fluth – Tropfen nach Tropfen, die sich erst halten und zusammendrängen in sich selbst,|Tropfen nach Tropfen läßt sie langsam hineinfallen in die demantene Fluth - Tropfen nach Tropfen, die sich erst halten und zusammendrängen in sich selbst,
altehaus_003_f000134|und nur die einzelnen trüben Strahlen, wenn auch im Anfange noch so fein und kaum erkennbar, hinüber senden über die Oberfläche.|und nur die einzelnen trüben Strahlen, wenn auch im Anfange noch so fein und kaum erkennbar, hinüber senden über die Oberfläche.
altehaus_003_f000135|Mehr und mehr aber breiten sie sich aus; finsterer und trüber füllen sie den Raum, und so rein und treu die klare Fluth sonst auch jedes Bild zurück gab, das sich mit liebendem Auge darüber bog,|Mehr und mehr aber breiten sie sich aus; finsterer und trüber füllen sie den Raum, und so rein und treu die klare Fluth sonst auch jedes Bild zurück gab, das sich mit liebendem Auge darüber bog,
altehaus_003_f000136|so finster und abgeschlossen wahrt es dann den eigenen schmerzlichen Schatz: das trübe Gift von Mißtrauen und getäuschter Hoffnung.|so finster und abgeschlossen wahrt es dann den eigenen schmerzlichen Schatz: das trübe Gift von Mißtrauen und getäuschter Hoffnung.
altehaus_003_f000137|Wohl drängt und treibt es uns noch immer mit der gleichen Kraft, das gleiche Herz zu suchen, das uns fehlt, und dem wir uns,|Wohl drängt und treibt es uns noch immer mit der gleichen Kraft, das gleiche Herz zu suchen, das uns fehlt, und dem wir uns,
altehaus_003_f000138|wenn wir es fänden, vielleicht mit noch größerer, innigerer Liebe anschließen würden als früher, weil wir ja eben den Werth eines solchen Glückes erst in späteren Jahren recht eingesehen und kennen gelernt haben.|wenn wir es fänden, vielleicht mit noch größerer, innigerer Liebe anschließen würden als früher, weil wir ja eben den Werth eines solchen Glückes erst in späteren Jahren recht eingesehen und kennen gelernt haben.
altehaus_003_f000139|Aber – wir können uns nicht mehr entschließen, die eigene Brust zu öffnen – wir trauen selbst der Offenheit des Anderen nicht.|Aber - wir können uns nicht mehr entschließen, die eigene Brust zu öffnen - wir trauen selbst der Offenheit des Anderen nicht.
altehaus_003_f000140|Scheu und trübe schleichen wir vorüber, das Schicksal scheltend, das uns allein und freundlos in die Welt stieß, und vergessen doch ganz dabei, daß wir allein es sind,|Scheu und trübe schleichen wir vorüber, das Schicksal scheltend, das uns allein und freundlos in die Welt stieß, und vergessen doch ganz dabei, daß wir allein es sind,
altehaus_003_f000141|die, wie der Drachen das unterirdische Gold, neidisch unser eigenes Herz bewachen und Jeden mit giftigem Hauche zurückweisen, dessen treue Hand den Schatz für uns heben möchte.|die, wie der Drachen das unterirdische Gold, neidisch unser eigenes Herz bewachen und Jeden mit giftigem Hauche zurückweisen, dessen treue Hand den Schatz für uns heben möchte.
altehaus_003_f000142|Marie freilich hatte noch keinen Tropfen jenes trüben Giftes eingesogen, und der blaue Himmel, der über ihrer Jugend lachte, spiegelte sich treu und friedlich in dem stillen, reinen Herzen der Jungfrau.|Marie freilich hatte noch keinen Tropfen jenes trüben Giftes eingesogen, und der blaue Himmel, der über ihrer Jugend lachte, spiegelte sich treu und friedlich in dem stillen, reinen Herzen der Jungfrau.
altehaus_003_f000143|Vor der älteren Freundin hatte sie dabei kein Geheimniß, und ihr schon lange all ihre kleinen unbedeutenden Sorgen und Erlebnisse mitgetheilt,|Vor der älteren Freundin hatte sie dabei kein Geheimniß, und ihr schon lange all ihre kleinen unbedeutenden Sorgen und Erlebnisse mitgetheilt,
altehaus_003_f000144|wie Pläne gebaut für die Zukunft – Pläne, bunt, und leicht wie Kartenschlösser mit anscheinend breitem, mächtigem Grund, und doch eingeworfen durch einen Hauch.|wie Pläne gebaut für die Zukunft - Pläne, bunt, und leicht wie Kartenschlösser mit anscheinend breitem, mächtigem Grund, und doch eingeworfen durch einen Hauch.
