imalavoglia_00_verga_f000001|Prefazione.|Prefazione.
imalavoglia_04_verga_f000038|com’è vero Dio! ché quello era un credito sacrosanto come l’ostia consacrata|comè vero Dio! ché quello era un credito sacrosanto come lostia consacrata
imalavoglia_04_verga_f000039|e quelle cinquecento lire ei l’appendeva ai piedi di Gesù crocifisso;|e quelle cinquecento lire ei lappendeva ai piedi di Gesù crocifisso;
imalavoglia_04_verga_f000040|ma santo diavolone! padron Antoni sarebbe andato in galera! La legge c’era anche a Trezza!|ma santo diavolone! padron Antoni sarebbe andato in galera! La legge cera anche a Trezza!
imalavoglia_04_verga_f000041|Intanto don Giammaria buttava in fretta quattro colpi d’aspersorio sul cataletto|Intanto don Giammaria buttava in fretta quattro colpi daspersorio sul cataletto
imalavoglia_04_verga_f000042|e mastro Cirino cominciava ad andare attorno per spegnere i lumi colla canna.|e mastro Cirino cominciava ad andare attorno per spegnere i lumi colla canna.
imalavoglia_04_verga_f000043|I confratelli si affrettavano a scavalcare i banchi colle braccia in aria, per cavarsi il cappuccio|I confratelli si affrettavano a scavalcare i banchi colle braccia in aria, per cavarsi il cappuccio
imalavoglia_04_verga_f000044|e lo zio Crocifisso andò a dare una presa di tabacco a padron Antoni, per fargli animo|e lo zio Crocifisso andò a dare una presa di tabacco a padron Antoni, per fargli animo
imalavoglia_04_verga_f000045|che infine quando uno è galantuomo lascia buon nome e si guadagna il paradiso|che infine quando uno è galantuomo lascia buon nome e si guadagna il paradiso
imalavoglia_04_verga_f000046|— questo aveva detto a coloro che gli domandavano dei suoi lupini:|- questo aveva detto a coloro che gli domandavano dei suoi lupini:
imalavoglia_04_verga_f000047|— Coi Malavoglia sto tranquillo perché son galantuomini e non vorranno lasciar compare Bastianazzo a casa del diavolo;|- Coi Malavoglia sto tranquillo perché son galantuomini e non vorranno lasciar compare Bastianazzo a casa del diavolo;
imalavoglia_04_verga_f000048|padron Antoni poteva vedere coi suoi propri occhi se si erano fatte le cose senza risparmio, in onore del morto;|padron Antoni poteva vedere coi suoi propri occhi se si erano fatte le cose senza risparmio, in onore del morto;
imalavoglia_04_verga_f000049|e tanto costava la messa, tanto i ceri, e tanto il mortorio — ei faceva il conto sulle grosse dita ficcate nei guanti di cotone|e tanto costava la messa, tanto i ceri, e tanto il mortorio - ei faceva il conto sulle grosse dita ficcate nei guanti di cotone
imalavoglia_04_verga_f000050|e i ragazzi guardavano a bocca aperta tutte quelle cose che costavano caro, ed erano lì pel babbo: il cataletto, i ceri, i fiori di carta;|e i ragazzi guardavano a bocca aperta tutte quelle cose che costavano caro, ed erano lì pel babbo: il cataletto, i ceri, i fiori di carta;
imalavoglia_04_verga_f000051|e la bambina, vedendo la luminaria, e udendo suonar l’organo, si mise a galloriare.|e la bambina, vedendo la luminaria, e udendo suonar lorgano, si mise a galloriare.
imalavoglia_04_verga_f000052|La casa del nespolo era piena di gente;|La casa del nespolo era piena di gente;
imalavoglia_04_verga_f000053|e il proverbio dice: «triste quella casa dove ci è la visita pel marito!» Ognuno che passava|e il proverbio dice: triste quella casa dove ci è la visita pel marito! Ognuno che passava
imalavoglia_04_verga_f000054|al vedere sull’uscio quei piccoli Malavoglia col viso sudicio e le mani nelle tasche, scrollava il capo e diceva:|al vedere sulluscio quei piccoli Malavoglia col viso sudicio e le mani nelle tasche, scrollava il capo e diceva:
imalavoglia_04_verga_f000055|— Povera comare Maruzza! ora cominciano i guai per la sua casa!|- Povera comare Maruzza! ora cominciano i guai per la sua casa!
imalavoglia_04_verga_f000056|Gli amici portavano qualche cosa, com’è l’uso, pasta, ova, vino e ogni ben di Dio|Gli amici portavano qualche cosa, comè luso, pasta, ova, vino e ogni ben di Dio
imalavoglia_04_verga_f000057|che ci avrebbe voluto il cor contento per mangiarsi tutto, e perfino compar Alfio Mosca era venuto con una gallina per mano.|che ci avrebbe voluto il cor contento per mangiarsi tutto, e perfino compar Alfio Mosca era venuto con una gallina per mano.
imalavoglia_04_verga_f000058|— Prendete queste qua, gnà Mena, — diceva, — che avrei voluto trovarmici io al posto di vostro padre, vi giuro.|- Prendete queste qua, gnà Mena, - diceva, - che avrei voluto trovarmici io al posto di vostro padre, vi giuro.
imalavoglia_04_verga_f000059|Almeno non avrei fatto danno a nessuno, e nessuno avrebbe pianto.|Almeno non avrei fatto danno a nessuno, e nessuno avrebbe pianto.
imalavoglia_04_verga_f000060|La Mena, appoggiata alla porta della cucina, colla faccia nel grembiule|La Mena, appoggiata alla porta della cucina, colla faccia nel grembiule
imalavoglia_04_verga_f000061|si sentiva il cuore che gli sbatteva e gli voleva scappare dal petto, come quelle povere bestie che teneva in mano.|si sentiva il cuore che gli sbatteva e gli voleva scappare dal petto, come quelle povere bestie che teneva in mano.
imalavoglia_04_verga_f000062|La dote di Sant’Agata se n’era andata colla Provvidenza, e quelli che erano a visita nella casa del nespolo|La dote di SantAgata se nera andata colla Provvidenza, e quelli che erano a visita nella casa del nespolo
imalavoglia_04_verga_f000063|pensavano che lo zio Crocifisso ci avrebbe messo le unghie addosso.|pensavano che lo zio Crocifisso ci avrebbe messo le unghie addosso.
imalavoglia_04_verga_f000064|Alcuni se ne stavano appollaiati sulle scranne, e ripartivano senza aver aperto bocca, da veri baccalà che erano;|Alcuni se ne stavano appollaiati sulle scranne, e ripartivano senza aver aperto bocca, da veri baccalà che erano;
imalavoglia_04_verga_f000065|ma chi sapeva dir quattro parole, cercava di tenere uno scampolo di conversazione, per scacciare la malinconia|ma chi sapeva dir quattro parole, cercava di tenere uno scampolo di conversazione, per scacciare la malinconia
imalavoglia_04_verga_f000066|e distrarre un po’ quei poveri Malavoglia i quali piangevano da due giorni come fontane.|e distrarre un po quei poveri Malavoglia i quali piangevano da due giorni come fontane.
imalavoglia_04_verga_f000067|Compare Cipolla raccontava che sulle acciughe c’era un aumento di due tarì per barile|Compare Cipolla raccontava che sulle acciughe cera un aumento di due tarì per barile
imalavoglia_04_verga_f000068|questo poteva interessargli a padron Antoni, se ci aveva ancora delle acciughe da vendere;|questo poteva interessargli a padron Antoni, se ci aveva ancora delle acciughe da vendere;
imalavoglia_04_verga_f000069|lui a buon conto se n’era riserbati un centinaio di barili;|lui a buon conto se nera riserbati un centinaio di barili;
imalavoglia_04_verga_f000070|e parlavano pure di compare Bastianazzo, buon’anima, che nessuno se lo sarebbe aspettato|e parlavano pure di compare Bastianazzo, buonanima, che nessuno se lo sarebbe aspettato
imalavoglia_04_verga_f000071|un uomo nel fiore dell’età, e che crepava di salute, poveretto!|un uomo nel fiore delletà, e che crepava di salute, poveretto!
imalavoglia_04_verga_f000072|C’era pure il sindaco, mastro Croce Callà «Baco da seta» detto anche Giufà, col segretario don Silvestro|Cera pure il sindaco, mastro Croce Callà Baco da seta detto anche Giufà, col segretario don Silvestro
imalavoglia_04_verga_f000073|e se ne stava col naso in aria, talché la gente diceva che stava a fiutare il vento per sapere da che parte voltarsi|e se ne stava col naso in aria, talché la gente diceva che stava a fiutare il vento per sapere da che parte voltarsi
imalavoglia_04_verga_f000074|e guardava ora questo ed ora quello che parlava, come se cercasse la foglia davvero|e guardava ora questo ed ora quello che parlava, come se cercasse la foglia davvero
imalavoglia_04_verga_f000075|e volesse mangiarsi le parole, e quando vedeva ridere il segretario, rideva anche lui.|e volesse mangiarsi le parole, e quando vedeva ridere il segretario, rideva anche lui.
imalavoglia_04_verga_f000076|Don Silvestro per far ridere un po’ tirò il discorso sulla tassa di successione di compar Bastianazzo|Don Silvestro per far ridere un po tirò il discorso sulla tassa di successione di compar Bastianazzo
imalavoglia_04_verga_f000077|e ci ficcò così una barzelletta che aveva raccolta dal suo avvocato|e ci ficcò così una barzelletta che aveva raccolta dal suo avvocato
imalavoglia_04_verga_f000078|e gli era piaciuta tanto, quando gliel’avevano spiegata bene|e gli era piaciuta tanto, quando glielavevano spiegata bene
imalavoglia_04_verga_f000079|che non mancava di farla cascare nel discorso ogniqualvolta si trovava a visita da morto.|che non mancava di farla cascare nel discorso ogniqualvolta si trovava a visita da morto.
imalavoglia_04_verga_f000080|— Almeno avete il piacere di essere parenti di Vittorio Emanuele, giacché dovete dar la sua parte anche a lui!|- Almeno avete il piacere di essere parenti di Vittorio Emanuele, giacché dovete dar la sua parte anche a lui!
imalavoglia_04_verga_f000081|E tutti si tenevano la pancia dalle risate, ché il proverbio dice: «né visita di morto senza riso, né sposalizio senza pianto».|E tutti si tenevano la pancia dalle risate, ché il proverbio dice: né visita di morto senza riso, né sposalizio senza pianto.
imalavoglia_04_verga_f000082|La moglie dello speziale torceva il muso a quegli schiamazzi, e stava coi guanti sulla pancia|La moglie dello speziale torceva il muso a quegli schiamazzi, e stava coi guanti sulla pancia
imalavoglia_04_verga_f000083|e la faccia lunga, come si usa in città per quelle circostanze|e la faccia lunga, come si usa in città per quelle circostanze
imalavoglia_04_verga_f000084|che solo a guardarla la gente ammutoliva, quasi ci fosse il morto lì davanti, e per questo la chiamavano la Signora.|che solo a guardarla la gente ammutoliva, quasi ci fosse il morto lì davanti, e per questo la chiamavano la Signora.
imalavoglia_04_verga_f000085|Don Silvestro faceva il gallo colle donne, e si muoveva ogni momento col pretesto di offrire le scranne ai nuovi arrivati|Don Silvestro faceva il gallo colle donne, e si muoveva ogni momento col pretesto di offrire le scranne ai nuovi arrivati
imalavoglia_04_verga_f000086|per far scricchiolare le sue scarpe verniciate.|per far scricchiolare le sue scarpe verniciate.
imalavoglia_04_verga_f000087|— Li dovrebbero abbruciare, tutti quelli delle tasse! — brontolava comare Zuppidda|- Li dovrebbero abbruciare, tutti quelli delle tasse! - brontolava comare Zuppidda
imalavoglia_04_verga_f000088|gialla come se avesse mangiato dei limoni, e glielo diceva in faccia a don Silvestro, quasi ei fosse quello delle tasse.|gialla come se avesse mangiato dei limoni, e glielo diceva in faccia a don Silvestro, quasi ei fosse quello delle tasse.
imalavoglia_04_verga_f000089|— Ella lo sapeva benissimo quello che volevano certi mangiacarte che non avevano calze sotto gli stivali inverniciati|- Ella lo sapeva benissimo quello che volevano certi mangiacarte che non avevano calze sotto gli stivali inverniciati
imalavoglia_04_verga_f000090|e cercavano di ficcarsi in casa della gente per papparsi la dote e la figliuola: «Bella, non voglio te, voglio i tuoi soldi».|e cercavano di ficcarsi in casa della gente per papparsi la dote e la figliuola: Bella, non voglio te, voglio i tuoi soldi.
imalavoglia_04_verga_f000091|Per questo aveva lasciata a casa sua figlia Barbara.|Per questo aveva lasciata a casa sua figlia Barbara.
imalavoglia_04_verga_f000092|— Quelle facce lì non mi piacciono.|- Quelle facce lì non mi piacciono.
imalavoglia_04_verga_f000093|— A chi lo dite! — esclamò padron Cipolla;|- A chi lo dite! - esclamò padron Cipolla;
imalavoglia_04_verga_f000094|— a me mi scorticano vivo come san Bartolomeo.|- a me mi scorticano vivo come san Bartolomeo.
imalavoglia_04_verga_f000095|— Benedetto Dio! — esclamò mastro Turi Zuppiddo, minacciando col pugno che pareva la malabestia del suo mestiere.|- Benedetto Dio! - esclamò mastro Turi Zuppiddo, minacciando col pugno che pareva la malabestia del suo mestiere.
imalavoglia_04_verga_f000096|— Va a finire brutta, va a finire, con questi italiani!|- Va a finire brutta, va a finire, con questi italiani!
imalavoglia_04_verga_f000097|— Voi state zitto! — gli diede sulla voce comare Venera, — ché non sapete nulla.|- Voi state zitto! - gli diede sulla voce comare Venera, - ché non sapete nulla.
imalavoglia_04_verga_f000098|— Io dico quel che hai detto tu, che ci levano la camicia di dosso, ci levano! — borbottò compare Turi, mogio mogio.|- Io dico quel che hai detto tu, che ci levano la camicia di dosso, ci levano! - borbottò compare Turi, mogio mogio.
imalavoglia_04_verga_f000099|Allora Piedipapera, per tagliar corto, disse piano a padron Cipolla: — Dovreste pigliarvela voi, comare Barbara, per consolarvi;|Allora Piedipapera, per tagliar corto, disse piano a padron Cipolla: - Dovreste pigliarvela voi, comare Barbara, per consolarvi;
imalavoglia_04_verga_f000100|così la mamma e la figliuola non si darebbero più l’anima al diavolo.|così la mamma e la figliuola non si darebbero più lanima al diavolo.
imalavoglia_04_verga_f000101|— È una vera porcheria! — esclamava donna Rosolina, la sorella del curato, rossa come un tacchino, e facendosi vento col fazzoletto;|- È una vera porcheria! - esclamava donna Rosolina, la sorella del curato, rossa come un tacchino, e facendosi vento col fazzoletto;
imalavoglia_04_verga_f000102|e se la prendeva con Garibaldi che metteva le tasse, e al giorno d’oggi non si poteva più vivere, e nessuno si maritava più.|e se la prendeva con Garibaldi che metteva le tasse, e al giorno doggi non si poteva più vivere, e nessuno si maritava più.
imalavoglia_04_verga_f000103|— O a donna Rosolina cosa gliene importa oramai?|- O a donna Rosolina cosa gliene importa oramai?
