weihnachtsabend_01_f000001|Marley war tot, damit wollen wir anfangen. Ein Zweifel darüber kann nicht stattfinden.|Marley war tot, damit wollen wir anfangen. Ein Zweifel darüber kann nicht stattfinden.
weihnachtsabend_04_f000001|Obgleich sie kaum einen Augenblick die Schule hinter sich gelassen hatten, befanden sie sich doch jetzt mitten in den lebendigsten Straßen der Stadt,|Obgleich sie kaum einen Augenblick die Schule hinter sich gelassen hatten, befanden sie sich doch jetzt mitten in den lebendigsten Straßen der Stadt,
weihnachtsabend_04_f000002|wo schattenhafte Fußgänger vorübergingen, wo gespenstische Wagen und Kutschen sich um Platz stritten und wo alles Gedräng und alles wirre Leben einer wirklichen Stadt war.|wo schattenhafte Fußgänger vorübergingen, wo gespenstische Wagen und Kutschen sich um Platz stritten und wo alles Gedräng und alles wirre Leben einer wirklichen Stadt war.
weihnachtsabend_04_f000003|An dem Aufputz der Läden sah man, daß auch hier Weihnachten sei; aber es war Abend und die Straßenlaternen brannten.|An dem Aufputz der Läden sah man, daß auch hier Weihnachten sei; aber es war Abend und die Straßenlaternen brannten.
weihnachtsabend_04_f000004|Der Geist blieb vor einer Gewölbethür stehen und frug Scrooge, ob er sie kenne.|Der Geist blieb vor einer Gewölbethür stehen und frug Scrooge, ob er sie kenne.
weihnachtsabend_04_f000005|Ob ich sie kenne? sagte Scrooge. Habe ich hier nicht gelernt?|Ob ich sie kenne? sagte Scrooge. Habe ich hier nicht gelernt?
weihnachtsabend_04_f000006|Sie traten hinein. Beim Anblick eines alten Herrn in einer Stutzperücke, welcher hinter einem so hohen Pulte saß,|Sie traten hinein. Beim Anblick eines alten Herrn in einer Stutzperücke, welcher hinter einem so hohen Pulte saß,
weihnachtsabend_04_f000007|daß er mit dem Kopf hätte an die Decke stoßen müssen, wenn er zwei Zoll größer gewesen wäre, rief Scrooge in großer Aufregung:|daß er mit dem Kopf hätte an die Decke stoßen müssen, wenn er zwei Zoll größer gewesen wäre, rief Scrooge in großer Aufregung:
weihnachtsabend_04_f000008|Ha, das ist ja der alte Fezziwig, Gott segne ihn, es ist Fezziwig, wie er leibt und lebt!|Ha, das ist ja der alte Fezziwig, Gott segne ihn, es ist Fezziwig, wie er leibt und lebt!
weihnachtsabend_04_f000009|Der alte Fezziwig legte seine Feder hin und sah nach der Uhr, deren Zeiger auf Sieben stand.|Der alte Fezziwig legte seine Feder hin und sah nach der Uhr, deren Zeiger auf Sieben stand.
weihnachtsabend_04_f000010|Er rieb die Hände, zog seine geräumige Weste herunter, lachte über und über, von den Schuhspitzen bis zu dem Organ der Gutmütigkeit und rief mit einer behäbigen,|Er rieb die Hände, zog seine geräumige Weste herunter, lachte über und über, von den Schuhspitzen bis zu dem Organ der Gutmütigkeit und rief mit einer behäbigen,
weihnachtsabend_04_f000011|voll und doch mild tönenden heitern Stimme: Hallo, dort! Ebenezer! Dick!|voll und doch mild tönenden heitern Stimme: Hallo, dort! Ebenezer! Dick!
weihnachtsabend_04_f000012|Scrooges früheres Selbst, jetzt zu einem Jüngling geworden, trat munter herein, begleitet von seinem Mitlehrling.|Scrooges früheres Selbst, jetzt zu einem Jüngling geworden, trat munter herein, begleitet von seinem Mitlehrling.
weihnachtsabend_04_f000013|Dick Wilkins, wahrhaftig! sagte Scrooge zu dem Geist. Wahrhaftig, er ist es. Er hat mich sehr lieb, der Dick. Der arme Dick! Gott, Gott!|Dick Wilkins, wahrhaftig! sagte Scrooge zu dem Geist. Wahrhaftig, er ist es. Er hat mich sehr lieb, der Dick. Der arme Dick! Gott, Gott!
weihnachtsabend_04_f000014|Hallo, meine Burschen, sagte Fezziwig. Feierabend heute.|Hallo, meine Burschen, sagte Fezziwig. Feierabend heute.
weihnachtsabend_04_f000015|Weihnachten, Dick! Weihnachten, Ebenezer! Macht die Laden zu, rief der alte Fezziwig, munter die Hände zusammenklatschend, ehe ein Mann sagen kann Jack Robinson.|Weihnachten, Dick! Weihnachten, Ebenezer! Macht die Laden zu, rief der alte Fezziwig, munter die Hände zusammenklatschend, ehe ein Mann sagen kann Jack Robinson.
weihnachtsabend_04_f000016|Man hätte nicht glauben sollen, wie frisch die beiden Jungen daran gingen.|Man hätte nicht glauben sollen, wie frisch die beiden Jungen daran gingen.
weihnachtsabend_04_f000017|Sie liefen mit den Laden hinaus  – eins, zwei, drei – hatten sie eingesetzt – vier, fünf, sechs – sie zugeriegelt und zugeschraubt – sieben,|Sie liefen mit den Laden hinaus  - eins, zwei, drei - hatten sie eingesetzt - vier, fünf, sechs - sie zugeriegelt und zugeschraubt - sieben,
weihnachtsabend_04_f000018|acht, neun – und kamen zurück, ehe man zwölf sagen konnte, außer Atem, wie Rennpferde.|acht, neun - und kamen zurück, ehe man zwölf sagen konnte, außer Atem, wie Rennpferde.
weihnachtsabend_04_f000019|Hussaho! rief der alte Fezziwig, mit wunderbarer Geschicklichkeit von seinem hohen Sessel herunterspringend.|Hussaho! rief der alte Fezziwig, mit wunderbarer Geschicklichkeit von seinem hohen Sessel herunterspringend.
weihnachtsabend_04_f000020|Räumt auf, Jungens, und macht viel Platz! Hussaho, Dick! Hallo, Ebenezer!|Räumt auf, Jungens, und macht viel Platz! Hussaho, Dick! Hallo, Ebenezer!
weihnachtsabend_04_f000021|Aufräumen! Sie würden alles weggeräumt haben und konnten alles wegräumen, wo Fezziwig zuschaute.|Aufräumen! Sie würden alles weggeräumt haben und konnten alles wegräumen, wo Fezziwig zuschaute.
weihnachtsabend_04_f000022|Es war in einer Minute geschehen. Alles, was nicht niet- und nagelfest war, wurde in die Winkel geschoben,|Es war in einer Minute geschehen. Alles, was nicht niet- und nagelfest war, wurde in die Winkel geschoben,
weihnachtsabend_04_f000023|als wenn es für immer aus dem öffentlichen Dienste entlassen worden wäre;|als wenn es für immer aus dem öffentlichen Dienste entlassen worden wäre;
weihnachtsabend_04_f000024|die Flur wurde gekehrt und gesprengt, die Lampen geputzt, Kohlen auf das Feuer geschüttet;|die Flur wurde gekehrt und gesprengt, die Lampen geputzt, Kohlen auf das Feuer geschüttet;
weihnachtsabend_04_f000025|und der Laden war so behaglich und warm und hell, wie ein Ballzimmer, wie man es nur an einem Winterabende verlangen kann.|und der Laden war so behaglich und warm und hell, wie ein Ballzimmer, wie man es nur an einem Winterabende verlangen kann.
weihnachtsabend_04_f000026|Jetzt trat ein Fiedler mit einem Notenbuche herein und stieg Fezziwigs hohen Stuhl hinauf, dort sein Orchester aufzuschlagen und stimmte wie toll.|Jetzt trat ein Fiedler mit einem Notenbuche herein und stieg Fezziwigs hohen Stuhl hinauf, dort sein Orchester aufzuschlagen und stimmte wie toll.
weihnachtsabend_04_f000027|Dann kam Missis Fezziwig, ein behagliches Lächeln über und über.|Dann kam Missis Fezziwig, ein behagliches Lächeln über und über.
weihnachtsabend_04_f000028|Dann kamen die drei Miß Fezziwigs, freudestrahlend und liebenswürdig.|Dann kamen die drei Miß Fezziwigs, freudestrahlend und liebenswürdig.
weihnachtsabend_04_f000029|Dann kamen die sechs Jünglinge, deren Herzen sie brachen.|Dann kamen die sechs Jünglinge, deren Herzen sie brachen.
weihnachtsabend_04_f000030|Dann kamen die Burschen und Mädchen, die im Hause einen Dienst hatten:|Dann kamen die Burschen und Mädchen, die im Hause einen Dienst hatten:
weihnachtsabend_04_f000031|das Hausmädchen mit ihrem Vetter, dem Bäcker, die Köchin mit ihres Bruders vertrautem Freund, dem Milchmann.|das Hausmädchen mit ihrem Vetter, dem Bäcker, die Köchin mit ihres Bruders vertrautem Freund, dem Milchmann.
weihnachtsabend_04_f000032|Dann kam der Bursche von gegenüber, von dem man sagte, er habe bei seinem Herrn knappe Kost;|Dann kam der Bursche von gegenüber, von dem man sagte, er habe bei seinem Herrn knappe Kost;
weihnachtsabend_04_f000033|er versuchte, sich hinter dem Mädchen aus dem Nachbarhause zu verstecken, der man bewies, sie sei von ihrer Herrschaft ausgescholten worden.|er versuchte, sich hinter dem Mädchen aus dem Nachbarhause zu verstecken, der man bewies, sie sei von ihrer Herrschaft ausgescholten worden.
weihnachtsabend_04_f000034|Sie kamen alle, einer nach dem andern; einige blöde, andere keck, einige mit Geschick, andere mit Ungeschick, die zerrend und jene stoßend.|Sie kamen alle, einer nach dem andern; einige blöde, andere keck, einige mit Geschick, andere mit Ungeschick, die zerrend und jene stoßend.
weihnachtsabend_04_f000035|Dann ging es los, zwanzig Paar auf einmal, eine halbe Runde hin und zurück, dann die Mitte des Zimmers hinauf und wieder  herab, dann in verschiedenen Kreisen sich drehend;|Dann ging es los, zwanzig Paar auf einmal, eine halbe Runde hin und zurück, dann die Mitte des Zimmers hinauf und wieder  herab, dann in verschiedenen Kreisen sich drehend;
weihnachtsabend_04_f000036|das alte erste Paar immer an der falschen Stelle stehen bleibend;|das alte erste Paar immer an der falschen Stelle stehen bleibend;
weihnachtsabend_04_f000037|das neue erste Paar immer wieder anfangend, wenn es stehen bleiben sollte; bis alle Paare erste waren und kein einziges mehr das letzte.|das neue erste Paar immer wieder anfangend, wenn es stehen bleiben sollte; bis alle Paare erste waren und kein einziges mehr das letzte.
weihnachtsabend_04_f000038|Als sie so weit gekommen waren, klatschte der alte Fezziwig zum Zeichen, daß der Tanz aus sei und rief Bravo!|Als sie so weit gekommen waren, klatschte der alte Fezziwig zum Zeichen, daß der Tanz aus sei und rief Bravo!
weihnachtsabend_04_f000039|und der Fiedler senkte sein glühendes Gesicht in einen Krug Porter, der besonders zu diesem Zweck neben ihm stand.|und der Fiedler senkte sein glühendes Gesicht in einen Krug Porter, der besonders zu diesem Zweck neben ihm stand.
weihnachtsabend_04_f000040|Aber kaum war er wieder herausgestiegen, als er wieder aufzuspielen anfing, obgleich noch keine Tänzer dastanden,|Aber kaum war er wieder herausgestiegen, als er wieder aufzuspielen anfing, obgleich noch keine Tänzer dastanden,
weihnachtsabend_04_f000041|als wenn der alte Fiedler erschöpft nach Hause getragen worden und er ein ganz frischer sei, entschlossen, ihn vergessen zu machen, oder zu sterben.|als wenn der alte Fiedler erschöpft nach Hause getragen worden und er ein ganz frischer sei, entschlossen, ihn vergessen zu machen, oder zu sterben.
weihnachtsabend_04_f000042|Dann folgten noch mehrere Tänze und Pfänderspiele und wieder Tänze.|Dann folgten noch mehrere Tänze und Pfänderspiele und wieder Tänze.
weihnachtsabend_04_f000043|Dann kam Kuchen und Negus und ein großes Stück kalter Rinderbraten, und dann ein großes Stück kaltes, gekochtes Rindfleisch und Fleischpasteten und Ueberfluß von Bier.|Dann kam Kuchen und Negus und ein großes Stück kalter Rinderbraten, und dann ein großes Stück kaltes, gekochtes Rindfleisch und Fleischpasteten und Ueberfluß von Bier.
weihnachtsabend_04_f000044|Aber der Glanzpunkt des Abends kam nach dem Rindfleisch, als der Fiedler ein pfiffiger Kopf, er kannte sein Geschäft besser,|Aber der Glanzpunkt des Abends kam nach dem Rindfleisch, als der Fiedler ein pfiffiger Kopf, er kannte sein Geschäft besser,
weihnachtsabend_04_f000045|als ihr oder ich es ihm hätte lehren können anfing Sir Roger de Coverley.|als ihr oder ich es ihm hätte lehren können anfing Sir Roger de Coverley.
weihnachtsabend_04_f000046|Da trat der alte Fezziwig mit Missis Fezziwig an und zwar als das erste Paar.|Da trat der alte Fezziwig mit Missis Fezziwig an und zwar als das erste Paar.
weihnachtsabend_04_f000047|Sie hatten ein gut Stück Arbeit vor sich, drei- oder vierundzwanzig Paar Tänzer, Leute, mit denen nicht zu spaßen war,|Sie hatten ein gut Stück Arbeit vor sich, drei- oder vierundzwanzig Paar Tänzer, Leute, mit denen nicht zu spaßen war,
weihnachtsabend_04_f000048|Leute, die tanzen wollten und keinen Begriff vom Gehen hatten.|Leute, die tanzen wollten und keinen Begriff vom Gehen hatten.
weihnachtsabend_04_f000049|Aber wenn es zweimal, ja viermal so viel gewesen wären, hätte es der alte Fezziwig mit ihnen aufgenommen und auch Missis|Aber wenn es zweimal, ja viermal so viel gewesen wären, hätte es der alte Fezziwig mit ihnen aufgenommen und auch Missis
weihnachtsabend_04_f000050|Fezziwig. Sie war, im vollen Sinne des Wortes, würdig, seine Tänzerin zu sein.|Fezziwig. Sie war, im vollen Sinne des Wortes, würdig, seine Tänzerin zu sein.
weihnachtsabend_04_f000051|Wenn das kein großes Lob ist, so sagt mir ein größeres und ich will es aussprechen.|Wenn das kein großes Lob ist, so sagt mir ein größeres und ich will es aussprechen.
weihnachtsabend_04_f000052|Fezziwigs Waden schienen wirklich zu leuchten. Sie glänzten in jedem Teil des Tanzes wie ein Paar Monde.|Fezziwigs Waden schienen wirklich zu leuchten. Sie glänzten in jedem Teil des Tanzes wie ein Paar Monde.
weihnachtsabend_04_f000053|Ihr hättet zu irgend einer Minute nicht voraus sagen können, was aus ihnen in der nächsten werden würde.|Ihr hättet zu irgend einer Minute nicht voraus sagen können, was aus ihnen in der nächsten werden würde.
weihnachtsabend_04_f000054|Und als der alte Fezziwig und Missis Fezziwig alle Touren des Tanzes durchgemacht hatten, battierte Fezziwig so geschickt,|Und als der alte Fezziwig und Missis Fezziwig alle Touren des Tanzes durchgemacht hatten, battierte Fezziwig so geschickt,
weihnachtsabend_04_f000055|daß es war, als zwinkerte er mit den Beinen, und er kam, ohne zu wanken, wieder auf die Füße.|daß es war, als zwinkerte er mit den Beinen, und er kam, ohne zu wanken, wieder auf die Füße.
weihnachtsabend_04_f000056|Mit dem Glockenschlag Elf war dieser häusliche Ball zu Ende.|Mit dem Glockenschlag Elf war dieser häusliche Ball zu Ende.
weihnachtsabend_04_f000057|Mister und Missis Fezziwig stellten sich zu beiden Seiten der Thür auf, schüttelten jedem einzelnen der Gäste die Hand zum Abschied und wünschten ihm oder ihr fröhliche Weihnachten.|Mister und Missis Fezziwig stellten sich zu beiden Seiten der Thür auf, schüttelten jedem einzelnen der Gäste die Hand zum Abschied und wünschten ihm oder ihr fröhliche Weihnachten.
weihnachtsabend_04_f000058|Als alles, außer den zwei Lehrlingen, fort war, thaten sie diesen das Gleiche.|Als alles, außer den zwei Lehrlingen, fort war, thaten sie diesen das Gleiche.
weihnachtsabend_04_f000059|So waren die heitern Stimmen verklungen, und die Burschen gingen in ihr Bett, welches sich unter einem Ladentisch in der hintersten Niederlage befand.|So waren die heitern Stimmen verklungen, und die Burschen gingen in ihr Bett, welches sich unter einem Ladentisch in der hintersten Niederlage befand.
weihnachtsabend_04_f000060|Während dieser ganzen Zeit hatte sich Scrooge wie ein Verrückter benommen.|Während dieser ganzen Zeit hatte sich Scrooge wie ein Verrückter benommen.
weihnachtsabend_04_f000061|Sein Herz und seine Seele waren mit dem Ball und seinem früheren Selbst.|Sein Herz und seine Seele waren mit dem Ball und seinem früheren Selbst.
weihnachtsabend_04_f000062|Er bestätigte alles, erinnerte sich an alles, freute sich über alles und befand sich in der seltsamsten Aufregung.|Er bestätigte alles, erinnerte sich an alles, freute sich über alles und befand sich in der seltsamsten Aufregung.
weihnachtsabend_04_f000063|Nicht eher, als bis die fröhlichen Gesichter seines frühern Selbst und Dicks verschwunden waren, dachte er daran,|Nicht eher, als bis die fröhlichen Gesichter seines frühern Selbst und Dicks verschwunden waren, dachte er daran,
weihnachtsabend_04_f000064|daß der Geist neben ihm stehe und ihn anschaue, während das Licht auf seinem Haupte in voller Klarheit brannte.|daß der Geist neben ihm stehe und ihn anschaue, während das Licht auf seinem Haupte in voller Klarheit brannte.
weihnachtsabend_04_f000065|Eine Kleinigkeit, sagte der Geist, diesen närrischen Leuten solche Dankbarkeit einzuflößen.|Eine Kleinigkeit, sagte der Geist, diesen närrischen Leuten solche Dankbarkeit einzuflößen.
weihnachtsabend_04_f000066|Eine Kleinigkeit! gab Scrooge zurück.|Eine Kleinigkeit! gab Scrooge zurück.
weihnachtsabend_04_f000067|Der Geist gab ihm ein Zeichen, den beiden Lehrlingen zuzuhören, welche ihr Herz in Lobpreisungen Fezziwigs ausschütteten;|Der Geist gab ihm ein Zeichen, den beiden Lehrlingen zuzuhören, welche ihr Herz in Lobpreisungen Fezziwigs ausschütteten;
weihnachtsabend_04_f000068|und als Scrooge das gethan hatte, sprach der Geist: Nun, ist es nicht so?|und als Scrooge das gethan hatte, sprach der Geist: Nun, ist es nicht so?
weihnachtsabend_04_f000069|Er hat nur ein paar Pfund Eures irdischen Geldes hingegeben; vielleicht drei oder vier. Ist das so viel, daß er solches Lob verdient?|Er hat nur ein paar Pfund Eures irdischen Geldes hingegeben; vielleicht drei oder vier. Ist das so viel, daß er solches Lob verdient?
