le_pays_des_fourrures_1_10_f000001|Un retour sur le passé.|Un retour sur le passé.
le_pays_des_fourrures_1_18_f000132|-- Et en quels points, monsieur Hobson? demanda Mrs. Paulina Barnett. Je vous assure qu'en ce moment cette question du froid m'intéresse particulièrement.|-- Et en quels points, monsieur Hobson? demanda Mrs. Paulina Barnett. Je vous assure qu'en ce moment cette question du froid m'intéresse particulièrement.
le_pays_des_fourrures_1_18_f000133|-- Autant qu'il m'en souvient, répondit le lieutenant Hobson, les voyageurs arctiques ont constaté qu'à l'île Melville, la température s'était abaissée jusqu'à soixante et un degrés au- dessous de zéro,|-- Autant qu'il m'en souvient, répondit le lieutenant Hobson, les voyageurs arctiques ont constaté qu'à l'île Melville, la température s'était abaissée jusqu'à soixante et un degrés au- dessous de zéro,
le_pays_des_fourrures_1_18_f000134|et jusqu'à soixante-cinq degrés au port Félix.|et jusqu'à soixante-cinq degrés au port Félix.
le_pays_des_fourrures_1_18_f000135|-- Cette île Melville et ce port Félix ne sont-ils pas plus élevés en latitude que le cap Bathurst?|-- Cette île Melville et ce port Félix ne sont-ils pas plus élevés en latitude que le cap Bathurst?
le_pays_des_fourrures_1_18_f000136|-- Sans doute, madame, mais dans une certaine limite, la latitude ne prouve rien. Il suffit du concours de diverses circonstances atmosphériques pour amener des froids considérables. Et si j'ai bonne mémoire, en 1845...|-- Sans doute, madame, mais dans une certaine limite, la latitude ne prouve rien. Il suffit du concours de diverses circonstances atmosphériques pour amener des froids considérables. Et si j'ai bonne mémoire, en 1845...
le_pays_des_fourrures_1_18_f000137|Sergent Long, à cette époque, n'étiez- vous pas au Fort-Reliance?|Sergent Long, à cette époque, n'étiez- vous pas au Fort-Reliance?
le_pays_des_fourrures_1_18_f000138|-- Oui, mon lieutenant, répondit le sergent Long.|-- Oui, mon lieutenant, répondit le sergent Long.
le_pays_des_fourrures_1_18_f000139|-- Eh bien, cette année-là, est-ce qu'en janvier nous n'avons pas constaté un froid extraordinaire?|-- Eh bien, cette année-là, est-ce qu'en janvier nous n'avons pas constaté un froid extraordinaire?
le_pays_des_fourrures_1_18_f000140|-- En effet, répondit le sergent, et je me rappelle fort bien que le thermomètre marqua soixante-dix degrés au-dessous de zéro (50° 7 centigr. au-dessous de zéro).|-- En effet, répondit le sergent, et je me rappelle fort bien que le thermomètre marqua soixante-dix degrés au-dessous de zéro 50 7 centigr. au-dessous de zéro.
le_pays_des_fourrures_1_18_f000141|-- Quoi! s'écria Mrs. Paulina Barnett, soixante-dix degrés, au Fort-Reliance, sur le grand lac de l'Esclave?|-- Quoi! s'écria Mrs. Paulina Barnett, soixante-dix degrés, au Fort-Reliance, sur le grand lac de l'Esclave?
le_pays_des_fourrures_1_18_f000142|-- Oui, madame, répondit le lieutenant, et par soixante-cinq degrés de latitude seulement, un parallèle qui n'est que celui de Christiania ou de Saint-Pétersbourg!|-- Oui, madame, répondit le lieutenant, et par soixante-cinq degrés de latitude seulement, un parallèle qui n'est que celui de Christiania ou de Saint-Pétersbourg!
le_pays_des_fourrures_1_18_f000143|-- Alors, monsieur Hobson, il faut s'attendre à tout!|-- Alors, monsieur Hobson, il faut s'attendre à tout!
le_pays_des_fourrures_1_18_f000144|-- Oui, à tout, en vérité, quand on hiverne dans les contrées arctiques!|-- Oui, à tout, en vérité, quand on hiverne dans les contrées arctiques!
le_pays_des_fourrures_1_18_f000145|Pendant les journées du 29 et du 30 novembre, l'intensité du froid ne diminua pas, et il fallut chauffer les poêles à grand feu, car l'humidité se fût certainement changée en glace dans tous les coins de la maison.|Pendant les journées du 29 et du 30 novembre, l'intensité du froid ne diminua pas, et il fallut chauffer les poêles à grand feu, car l'humidité se fût certainement changée en glace dans tous les coins de la maison.
le_pays_des_fourrures_1_18_f000146|Mais le combustible était abondant et on ne l'épargna pas. La moyenne de cinquante-deux degrés (10° centigr.|Mais le combustible était abondant et on ne l'épargna pas. La moyenne de cinquante-deux degrés 10 centigr.
le_pays_des_fourrures_1_18_f000147|au-dessus de zéro) fut maintenue au-dedans en dépit des menaces du dehors.|au-dessus de zéro fut maintenue au-dedans en dépit des menaces du dehors.
le_pays_des_fourrures_1_18_f000148|Malgré l'abaissement de la température, Thomas Black, tenté par ce ciel si pur, voulut faire des observations d'étoiles.|Malgré l'abaissement de la température, Thomas Black, tenté par ce ciel si pur, voulut faire des observations d'étoiles.
le_pays_des_fourrures_1_18_f000149|Il espérait dédoubler quelques-uns de ces astres magnifiques qui rayonnaient au zénith.|Il espérait dédoubler quelques-uns de ces astres magnifiques qui rayonnaient au zénith.
le_pays_des_fourrures_1_18_f000150|Mais il dut renoncer à toute observation. Ses instruments lui brûlaient les mains.|Mais il dut renoncer à toute observation. Ses instruments lui brûlaient les mains.
le_pays_des_fourrures_1_18_f000151|Brûler est le seul mot qui puisse rendre l'impression produite par un corps métallique soumis à un tel froid.|Brûler est le seul mot qui puisse rendre l'impression produite par un corps métallique soumis à un tel froid.
le_pays_des_fourrures_1_18_f000152|Physiquement, d'ailleurs, le phénomène est identique.|Physiquement, d'ailleurs, le phénomène est identique.
le_pays_des_fourrures_1_18_f000153|Que la chaleur soit violemment introduite dans la chair par un corps brûlant, ou qu'elle en soit violemment retirée par un corps glacé, l'impression est la même.|Que la chaleur soit violemment introduite dans la chair par un corps brûlant, ou qu'elle en soit violemment retirée par un corps glacé, l'impression est la même.
le_pays_des_fourrures_1_18_f000154|Et le digne savant l'éprouva si bien, que la peau de ses doigts resta collée à sa lunette. Aussi suspendit-il ses observations.|Et le digne savant l'éprouva si bien, que la peau de ses doigts resta collée à sa lunette. Aussi suspendit-il ses observations.
le_pays_des_fourrures_1_18_f000155|Mais le ciel le dédommagea en lui donnant, vers cette époque, le spectacle indescriptible de ses plus beaux météores: un parasélène d'abord, une aurore boréale ensuite.|Mais le ciel le dédommagea en lui donnant, vers cette époque, le spectacle indescriptible de ses plus beaux météores: un parasélène d'abord, une aurore boréale ensuite.
le_pays_des_fourrures_1_18_f000156|Le parasélène ou halo-lunaire formait sur le ciel un cercle blanc, bordé d'une teinte rouge pâle autour de la lune.|Le parasélène ou halo-lunaire formait sur le ciel un cercle blanc, bordé d'une teinte rouge pâle autour de la lune.
le_pays_des_fourrures_1_18_f000157|Cet exergue lumineux, dû à la réfraction des rayons lunaires à travers les petits cristaux prismatiques de glace, qui flottaient dans l'atmosphère, présentait un diamètre de quarante-cinq degrés environ.|Cet exergue lumineux, dû à la réfraction des rayons lunaires à travers les petits cristaux prismatiques de glace, qui flottaient dans l'atmosphère, présentait un diamètre de quarante-cinq degrés environ.
le_pays_des_fourrures_1_18_f000158|L'astre des nuits brillait du plus vif éclat au centre de cette couronne, semblable à ces bandes laiteuses et diaphanes des arcs-en-ciel lunaires.|L'astre des nuits brillait du plus vif éclat au centre de cette couronne, semblable à ces bandes laiteuses et diaphanes des arcs-en-ciel lunaires.
le_pays_des_fourrures_1_18_f000159|Quinze heures après, une magnifique aurore boréale, décrivant un arc de plus de cent degrés géographiques, se déploya au-dessus de l'horizon du nord.|Quinze heures après, une magnifique aurore boréale, décrivant un arc de plus de cent degrés géographiques, se déploya au-dessus de l'horizon du nord.
le_pays_des_fourrures_1_18_f000160|Le sommet de l'arc se trouvait placé sensiblement dans le méridien magnétique, et, par une bizarrerie quelquefois observée, le météore était paré de toutes les couleurs du prisme, entre lesquelles le rouge s'accusait plus nettement.|Le sommet de l'arc se trouvait placé sensiblement dans le méridien magnétique, et, par une bizarrerie quelquefois observée, le météore était paré de toutes les couleurs du prisme, entre lesquelles le rouge s'accusait plus nettement.
le_pays_des_fourrures_1_18_f000161|En de certains endroits du ciel, les constellations semblaient être noyées dans le sang.|En de certains endroits du ciel, les constellations semblaient être noyées dans le sang.
le_pays_des_fourrures_1_18_f000162|De cette agglomération brumeuse disposée à l'horizon et qui formait le noyau du météore, s'irradiaient des effluves ardentes, dont quelques-unes dépassaient le zénith et faisaient pâlir la lumière de la lune submergée dans ces ondes électriques.|De cette agglomération brumeuse disposée à l'horizon et qui formait le noyau du météore, s'irradiaient des effluves ardentes, dont quelques-unes dépassaient le zénith et faisaient pâlir la lumière de la lune submergée dans ces ondes électriques.
le_pays_des_fourrures_1_18_f000163|Ces rayons tremblotaient comme si quelque courant d'air eût agité leurs molécules.|Ces rayons tremblotaient comme si quelque courant d'air eût agité leurs molécules.
le_pays_des_fourrures_1_18_f000164|Aucune description ne saurait rendre la sublime magnificence de cette gloire, qui rayonnait dans toute sa splendeur au pôle boréal du monde.|Aucune description ne saurait rendre la sublime magnificence de cette gloire, qui rayonnait dans toute sa splendeur au pôle boréal du monde.
le_pays_des_fourrures_1_18_f000165|Puis, après une demi-heure d'un incomparable éclat, sans qu'il se fût resserré ni concentré, sans un amoindrissement même partiel de sa lumière,|Puis, après une demi-heure d'un incomparable éclat, sans qu'il se fût resserré ni concentré, sans un amoindrissement même partiel de sa lumière,
le_pays_des_fourrures_1_18_f000166|le splendide météore s'éteignit soudain, comme si quelque invisible main eût subitement tari les sources électriques qui le vivifiaient.|le splendide météore s'éteignit soudain, comme si quelque invisible main eût subitement tari les sources électriques qui le vivifiaient.
le_pays_des_fourrures_1_18_f000167|Il n'était que temps pour Thomas Black. Cinq minutes encore, et l'astronome eût été gelé sur place!|Il n'était que temps pour Thomas Black. Cinq minutes encore, et l'astronome eût été gelé sur place!
le_pays_des_fourrures_1_19_f000001|Une visite de voisinage.|Une visite de voisinage.
le_pays_des_fourrures_1_19_f000002|Le 2 décembre, l'intensité du froid avait diminué. Ces phénomènes de parasélènes étaient un symptôme auquel un météorologiste n'aurait pu se méprendre.|Le 2 décembre, l'intensité du froid avait diminué. Ces phénomènes de parasélènes étaient un symptôme auquel un météorologiste n'aurait pu se méprendre.
le_pays_des_fourrures_1_19_f000003|Ils constataient la présence d'une certaine quantité de vapeur d'eau dans l'atmosphère, et, en effet, le baromètre baissa légèrement,|Ils constataient la présence d'une certaine quantité de vapeur d'eau dans l'atmosphère, et, en effet, le baromètre baissa légèrement,
le_pays_des_fourrures_1_19_f000004|en même temps que la colonne thermométrique se relevait à quinze degrés au dessus de zéro (- 90 centigr.).|en même temps que la colonne thermométrique se relevait à quinze degrés au dessus de zéro - 90 centigr..
le_pays_des_fourrures_1_19_f000005|Bien que ce froid eût encore paru rigoureux en toute région de la zone tempérée, des hiverneurs de profession le supportaient aisément.|Bien que ce froid eût encore paru rigoureux en toute région de la zone tempérée, des hiverneurs de profession le supportaient aisément.
le_pays_des_fourrures_1_19_f000006|D'ailleurs, l'atmosphère était calme. Le lieutenant Hobson, ayant observé que les couches supérieures de neige glacée s'étaient ramollies, ordonna de déblayer les abords extérieurs de l'enceinte.|D'ailleurs, l'atmosphère était calme. Le lieutenant Hobson, ayant observé que les couches supérieures de neige glacée s'étaient ramollies, ordonna de déblayer les abords extérieurs de l'enceinte.
