l_ile_mysterieuse_1_01_f000001|Remontons-nous?|Remontons-nous?
l_ile_mysterieuse_1_11_f000137|L'île était là sous leurs yeux comme une carte déployée, et il n'y avait qu'un nom à mettre à tous ses angles rentrants ou sortants, comme à tous ses reliefs.|L'île était là sous leurs yeux comme une carte déployée, et il n'y avait qu'un nom à mettre à tous ses angles rentrants ou sortants, comme à tous ses reliefs.
l_ile_mysterieuse_1_11_f000138|Gédéon Spilett les inscrirait à mesure, et la nomenclature géographique de l'île serait définitivement adoptée.|Gédéon Spilett les inscrirait à mesure, et la nomenclature géographique de l'île serait définitivement adoptée.
l_ile_mysterieuse_1_11_f000139|Tout d'abord, on nomma baie de l'Union, baie Washington et mont Franklin, les deux baies et la montagne, ainsi que l'avait fait l'ingénieur.|Tout d'abord, on nomma baie de l'Union, baie Washington et mont Franklin, les deux baies et la montagne, ainsi que l'avait fait l'ingénieur.
l_ile_mysterieuse_1_11_f000140|Maintenant, dit le reporter, à cette presqu'île qui se projette au sud-ouest de l'île, je proposerai de donner le nom de presqu'île Serpentine,|Maintenant, dit le reporter, à cette presqu'île qui se projette au sud-ouest de l'île, je proposerai de donner le nom de presqu'île Serpentine,
l_ile_mysterieuse_1_11_f000141|et celui de promontoire du Reptile (Reptile-end) à la queue recourbée qui la termine, car c'est véritablement une queue de reptile.|et celui de promontoire du Reptile Reptile-end à la queue recourbée qui la termine, car c'est véritablement une queue de reptile.
l_ile_mysterieuse_1_11_f000142|-- Adopté, dit l'ingénieur.|-- Adopté, dit l'ingénieur.
l_ile_mysterieuse_1_11_f000143|-- À présent, dit Harbert, cette autre extrémité de l'île, ce golfe qui ressemble si singulièrement à une mâchoire ouverte, appelons-le golfe du Requin (Shark-gulf).|-- À présent, dit Harbert, cette autre extrémité de l'île, ce golfe qui ressemble si singulièrement à une mâchoire ouverte, appelons-le golfe du Requin Shark-gulf.
l_ile_mysterieuse_1_11_f000144|-- Bien trouvé! s'écria Pencroff, et nous compléterons l'image en nommant cap Mandibule (Mandible-cape) les deux parties de la mâchoire.|-- Bien trouvé! s'écria Pencroff, et nous compléterons l'image en nommant cap Mandibule Mandible-cape les deux parties de la mâchoire.
l_ile_mysterieuse_1_11_f000145|-- Mais il y a deux caps, fit observer le reporter.|-- Mais il y a deux caps, fit observer le reporter.
l_ile_mysterieuse_1_11_f000146|-- Eh bien! répondit Pencroff, nous aurons le cap Mandibule-Nord et le cap Mandibule-Sud.|-- Eh bien! répondit Pencroff, nous aurons le cap Mandibule-Nord et le cap Mandibule-Sud.
l_ile_mysterieuse_1_11_f000147|-- Ils sont inscrits, répondit Gédéon Spilett.|-- Ils sont inscrits, répondit Gédéon Spilett.
l_ile_mysterieuse_1_11_f000148|-- Reste à nommer la pointe à l'extrémité sud-est de l'île, dit Pencroff.|-- Reste à nommer la pointe à l'extrémité sud-est de l'île, dit Pencroff.
l_ile_mysterieuse_1_11_f000149|-- C'est-à-dire l'extrémité de la baie de l'Union? répondit Harbert.|-- C'est-à-dire l'extrémité de la baie de l'Union? répondit Harbert.
l_ile_mysterieuse_1_11_f000150|-- Cap de la Griffe (Claw-cape), s'écria aussitôt Nab, qui voulait aussi, lui, être parrain d'un morceau quelconque de son domaine.|-- Cap de la Griffe Claw-cape, s'écria aussitôt Nab, qui voulait aussi, lui, être parrain d'un morceau quelconque de son domaine.
l_ile_mysterieuse_1_11_f000151|Et, en vérité, Nab avait trouvé une dénomination excellente, car ce cap représentait bien la puissante griffe de l'animal fantastique que figurait cette île si singulièrement dessinée.|Et, en vérité, Nab avait trouvé une dénomination excellente, car ce cap représentait bien la puissante griffe de l'animal fantastique que figurait cette île si singulièrement dessinée.
l_ile_mysterieuse_1_11_f000152|Pencroff était enchanté de la tournure que prenaient les choses, et les imaginations, un peu surexcitées, eurent bientôt donné:|Pencroff était enchanté de la tournure que prenaient les choses, et les imaginations, un peu surexcitées, eurent bientôt donné:
l_ile_mysterieuse_1_11_f000153|À la rivière qui fournissait l'eau potable aux colons, et près de laquelle le ballon les avait jetés, le nom de la Mercy, -- un véritable remerciement à la Providence;|À la rivière qui fournissait l'eau potable aux colons, et près de laquelle le ballon les avait jetés, le nom de la Mercy, -- un véritable remerciement à la Providence;
l_ile_mysterieuse_1_11_f000154|à l'îlot sur lequel les naufragés avaient pris pied tout d'abord, le nom de l'îlot du Salut (Safety-island);|à l'îlot sur lequel les naufragés avaient pris pied tout d'abord, le nom de l'îlot du Salut Safety-island;
l_ile_mysterieuse_1_11_f000155|au plateau qui couronnait la haute muraille de granit, au-dessus des Cheminées, et d'où le regard pouvait embrasser toute la vaste baie, le nom de plateau de Grande-vue;|au plateau qui couronnait la haute muraille de granit, au-dessus des Cheminées, et d'où le regard pouvait embrasser toute la vaste baie, le nom de plateau de Grande-vue;
l_ile_mysterieuse_1_11_f000156|enfin à tout ce massif d'impénétrables bois qui couvraient la presqu'île Serpentine, le nom de forêts du Far-West.|enfin à tout ce massif d'impénétrables bois qui couvraient la presqu'île Serpentine, le nom de forêts du Far-West.
l_ile_mysterieuse_1_11_f000157|La nomenclature des parties visibles et connues de l'île était ainsi terminée, et, plus tard, on la compléterait au fur et à mesure des nouvelles découvertes.|La nomenclature des parties visibles et connues de l'île était ainsi terminée, et, plus tard, on la compléterait au fur et à mesure des nouvelles découvertes.
l_ile_mysterieuse_1_11_f000158|Quant à l'orientation de l'île, l'ingénieur l'avait déterminée approximativement par la hauteur et la position du soleil, ce qui mettait à l'est la baie de l'Union et tout le plateau de Grande- vue.|Quant à l'orientation de l'île, l'ingénieur l'avait déterminée approximativement par la hauteur et la position du soleil, ce qui mettait à l'est la baie de l'Union et tout le plateau de Grande- vue.
l_ile_mysterieuse_1_11_f000159|Mais le lendemain, en prenant l'heure exacte du lever et du coucher du soleil, et en relevant sa position au demi-temps écoulé entre ce lever et ce coucher,|Mais le lendemain, en prenant l'heure exacte du lever et du coucher du soleil, et en relevant sa position au demi-temps écoulé entre ce lever et ce coucher,
l_ile_mysterieuse_1_11_f000160|il comptait fixer exactement le nord de l'île, car, par suite de sa situation dans l'hémisphère austral, le soleil, au moment précis de sa culmination,|il comptait fixer exactement le nord de l'île, car, par suite de sa situation dans l'hémisphère austral, le soleil, au moment précis de sa culmination,
l_ile_mysterieuse_1_11_f000161|passait au nord, et non pas au midi, comme, en son mouvement apparent, il semble le faire pour les lieux situés dans l'hémisphère boréal.|passait au nord, et non pas au midi, comme, en son mouvement apparent, il semble le faire pour les lieux situés dans l'hémisphère boréal.
l_ile_mysterieuse_1_11_f000162|Tout était donc terminé, et les colons n'avaient plus qu'à redescendre le mont Franklin pour revenir aux Cheminées, lorsque Pencroff de s'écrier: Eh bien!|Tout était donc terminé, et les colons n'avaient plus qu'à redescendre le mont Franklin pour revenir aux Cheminées, lorsque Pencroff de s'écrier: Eh bien!
l_ile_mysterieuse_1_11_f000163|nous sommes de fameux étourdis!|nous sommes de fameux étourdis!
l_ile_mysterieuse_1_11_f000164|-- Pourquoi cela? demanda Gédéon Spilett, qui avait fermé son carnet, et se levait pour partir.|-- Pourquoi cela? demanda Gédéon Spilett, qui avait fermé son carnet, et se levait pour partir.
l_ile_mysterieuse_1_11_f000165|-- Et notre île? Comment! Nous avons oublié de la baptiser?|-- Et notre île? Comment! Nous avons oublié de la baptiser?
l_ile_mysterieuse_1_11_f000166|Harbert allait proposer de lui donner le nom de l'ingénieur, et tous ses compagnons y eussent applaudi, quand Cyrus Smith dit simplement:|Harbert allait proposer de lui donner le nom de l'ingénieur, et tous ses compagnons y eussent applaudi, quand Cyrus Smith dit simplement:
l_ile_mysterieuse_1_11_f000167|Appelons-la du nom d'un grand citoyen, mes amis, de celui qui lutte maintenant pour défendre l'unité de la république américaine! Appelons-la l'île Lincoln!|Appelons-la du nom d'un grand citoyen, mes amis, de celui qui lutte maintenant pour défendre l'unité de la république américaine! Appelons-la l'île Lincoln!
l_ile_mysterieuse_1_11_f000168|Trois hurrahs furent la réponse faite à la proposition de l'ingénieur.|Trois hurrahs furent la réponse faite à la proposition de l'ingénieur.
l_ile_mysterieuse_1_11_f000169|Et ce soir-là, avant de s'endormir, les nouveaux colons causèrent de leur pays absent;|Et ce soir-là, avant de s'endormir, les nouveaux colons causèrent de leur pays absent;
l_ile_mysterieuse_1_11_f000170|ils parlèrent de cette terrible guerre qui l'ensanglantait;|ils parlèrent de cette terrible guerre qui l'ensanglantait;
l_ile_mysterieuse_1_11_f000171|ils ne pouvaient douter que le Sud ne fût bientôt réduit, et que la cause du Nord, la cause de la justice, ne triomphât, grâce à Grant, grâce à Lincoln!|ils ne pouvaient douter que le Sud ne fût bientôt réduit, et que la cause du Nord, la cause de la justice, ne triomphât, grâce à Grant, grâce à Lincoln!
l_ile_mysterieuse_1_11_f000172|Or, ceci se passait le 30 mars 1865, et ils ne savaient guère que, seize jours après, un crime effroyable serait commis à Washington,|Or, ceci se passait le 30 mars 1865, et ils ne savaient guère que, seize jours après, un crime effroyable serait commis à Washington,
l_ile_mysterieuse_1_11_f000173|et que, le vendredi saint, Abraham Lincoln tomberait sous la balle d'un fanatique.|et que, le vendredi saint, Abraham Lincoln tomberait sous la balle d'un fanatique.
l_ile_mysterieuse_1_12_f000001|Les colons de l'île Lincoln jetèrent un dernier regard autour d'eux, ils firent le tour du cratère par son étroite arête, et, une demi-heure après,|Les colons de l'île Lincoln jetèrent un dernier regard autour d'eux, ils firent le tour du cratère par son étroite arête, et, une demi-heure après,
l_ile_mysterieuse_1_12_f000002|ils étaient redescendus sur le premier plateau, à leur campement de la nuit.|ils étaient redescendus sur le premier plateau, à leur campement de la nuit.
l_ile_mysterieuse_1_12_f000003|Pencroff pensa qu'il était l'heure de déjeuner, et, à ce propos, il fut question de régler les deux montres de Cyrus Smith et du reporter.|Pencroff pensa qu'il était l'heure de déjeuner, et, à ce propos, il fut question de régler les deux montres de Cyrus Smith et du reporter.
l_ile_mysterieuse_1_12_f000004|On sait que celle de Gédéon Spilett avait été respectée par l'eau de mer, puisque le reporter avait été jeté tout d'abord sur le sable, hors de l'atteinte des lames.|On sait que celle de Gédéon Spilett avait été respectée par l'eau de mer, puisque le reporter avait été jeté tout d'abord sur le sable, hors de l'atteinte des lames.
l_ile_mysterieuse_1_12_f000005|C'était un instrument établi dans des conditions excellentes, un véritable chronomètre de poche, que Gédéon Spilett n'avait jamais oublié de remonter soigneusement chaque jour.|C'était un instrument établi dans des conditions excellentes, un véritable chronomètre de poche, que Gédéon Spilett n'avait jamais oublié de remonter soigneusement chaque jour.
l_ile_mysterieuse_1_12_f000006|Quant à la montre de l'ingénieur, elle s'était nécessairement arrêtée pendant le temps que Cyrus Smith avait passé dans les dunes.|Quant à la montre de l'ingénieur, elle s'était nécessairement arrêtée pendant le temps que Cyrus Smith avait passé dans les dunes.
l_ile_mysterieuse_1_12_f000007|L'ingénieur la remonta donc, et, estimant approximativement par la hauteur du soleil qu'il devait être environ neuf heures du matin, il mit sa montre à cette heure.|L'ingénieur la remonta donc, et, estimant approximativement par la hauteur du soleil qu'il devait être environ neuf heures du matin, il mit sa montre à cette heure.
l_ile_mysterieuse_1_12_f000008|Gédéon Spilett allait l'imiter, quand l'ingénieur, l'arrêtant de la main, lui dit: Non, mon cher Spilett, attendez. Vous avez conservé l'heure de Richmond, n'est-ce pas?|Gédéon Spilett allait l'imiter, quand l'ingénieur, l'arrêtant de la main, lui dit: Non, mon cher Spilett, attendez. Vous avez conservé l'heure de Richmond, n'est-ce pas?
l_ile_mysterieuse_1_12_f000009|-- Oui, Cyrus.|-- Oui, Cyrus.
l_ile_mysterieuse_1_12_f000010|-- Par conséquent, votre montre est réglée sur le méridien de cette ville, méridien qui est à peu près celui de Washington?|-- Par conséquent, votre montre est réglée sur le méridien de cette ville, méridien qui est à peu près celui de Washington?
