kleine_lord_01_f000001|Erstes Kapitel|Erstes Kapitel
kleine_lord_04_f000015|Verstehen könnte er es doch nicht, sagte sie zu Mister Havisham, es würde ihn also nur alterieren und beängstigen,|Verstehen könnte er es doch nicht, sagte sie zu Mister Havisham, es würde ihn also nur alterieren und beängstigen,
kleine_lord_04_f000016|und ich bin überzeugt, daß er sich weit eher an seinen Großvater anschließt, wenn er nicht weiß, daß dieser einen Widerwillen gegen mich hat.|und ich bin überzeugt, daß er sich weit eher an seinen Großvater anschließt, wenn er nicht weiß, daß dieser einen Widerwillen gegen mich hat.
kleine_lord_04_f000017|Haß und Bitterkeit sind ihm ganz fremd, und ich glaube, der Gedanke, daß jemand mich haßt, würde ihn unglücklich machen!|Haß und Bitterkeit sind ihm ganz fremd, und ich glaube, der Gedanke, daß jemand mich haßt, würde ihn unglücklich machen!
kleine_lord_04_f000018|Sein Herz ist voll Liebe! Es ist viel besser, wenn er das alles erst später erfährt – viel besser im Interesse des Grafen namentlich,|Sein Herz ist voll Liebe! Es ist viel besser, wenn er das alles erst später erfährt - viel besser im Interesse des Grafen namentlich,
kleine_lord_04_f000019|denn dies Bewußtsein würde eine Scheidewand zwischen ihm und dem Großvater bilden, wenn Ceddie auch noch ein Kind ist.|denn dies Bewußtsein würde eine Scheidewand zwischen ihm und dem Großvater bilden, wenn Ceddie auch noch ein Kind ist.
kleine_lord_04_f000020|Cedrik erfuhr also nur, daß diese Trennung aus Gründen, die er noch nicht verstehen könne, beschlossen sei, und daß er später einmal alles erfahren und begreifen werde.|Cedrik erfuhr also nur, daß diese Trennung aus Gründen, die er noch nicht verstehen könne, beschlossen sei, und daß er später einmal alles erfahren und begreifen werde.
kleine_lord_04_f000021|Das machte ihn wohl nachdenklich, allein schließlich war es ihm ja weniger um die Gründe, als um die Sache zu thun,|Das machte ihn wohl nachdenklich, allein schließlich war es ihm ja weniger um die Gründe, als um die Sache zu thun,
kleine_lord_04_f000022|und nachdem ihm sein Mütterchen wieder und wieder die Zukunft im rosigsten Lichte ausgemalt hatte, fingen seine Bedenken an schwächer zu werden,|und nachdem ihm sein Mütterchen wieder und wieder die Zukunft im rosigsten Lichte ausgemalt hatte, fingen seine Bedenken an schwächer zu werden,
kleine_lord_04_f000023|obgleich Mister Havisham ihn noch mehr als einmal in einer seiner wunderlich altväterischen Stellungen dasitzen und aufs Meer hinausstarren sah,|obgleich Mister Havisham ihn noch mehr als einmal in einer seiner wunderlich altväterischen Stellungen dasitzen und aufs Meer hinausstarren sah,
kleine_lord_04_f000024|wobei sich mancher Seufzer aus seiner Brust stahl, der viel zu ernsthaft klang für ein Kind.|wobei sich mancher Seufzer aus seiner Brust stahl, der viel zu ernsthaft klang für ein Kind.
kleine_lord_04_f000025|Es gefällt mir gar nicht, sagte er in einem seiner ehrbaren Gespräche mit dem Advokaten.|Es gefällt mir gar nicht, sagte er in einem seiner ehrbaren Gespräche mit dem Advokaten.
kleine_lord_04_f000026|Sie glauben nicht, wie wenig mir die Sache gefällt, aber es gibt ja viel Kummer auf der Welt, den man eben ertragen muß.|Sie glauben nicht, wie wenig mir die Sache gefällt, aber es gibt ja viel Kummer auf der Welt, den man eben ertragen muß.
kleine_lord_04_f000027|Das sagt Mary immer, und auch Mister Hobbs habe ich das sagen hören.|Das sagt Mary immer, und auch Mister Hobbs habe ich das sagen hören.
kleine_lord_04_f000028|Und Herzlieb will, daß ich gern zum Großpapa gehen soll, weil alle seine Kinder tot sind und das sehr traurig ist.|Und Herzlieb will, daß ich gern zum Großpapa gehen soll, weil alle seine Kinder tot sind und das sehr traurig ist.
kleine_lord_04_f000029|Natürlich thut einem ein Mann leid, der alle seine Kinder verloren hat – und eins war so plötzlich tot.|Natürlich thut einem ein Mann leid, der alle seine Kinder verloren hat - und eins war so plötzlich tot.
kleine_lord_04_f000030|Wer Seine kleine Herrlichkeit kennen lernte, fand die altkluge Weisheitsmiene, die er gelegentlich in der Unterhaltung aufsetzte, bezaubernd:|Wer Seine kleine Herrlichkeit kennen lernte, fand die altkluge Weisheitsmiene, die er gelegentlich in der Unterhaltung aufsetzte, bezaubernd:
kleine_lord_04_f000031|wenn man dabei in sein unschuldiges rundes Gesichtchen sah, hatten die weisen Bemerkungen einen unwiderstehlichen Reiz,|wenn man dabei in sein unschuldiges rundes Gesichtchen sah, hatten die weisen Bemerkungen einen unwiderstehlichen Reiz,
kleine_lord_04_f000032|und wenn der hübsche, blühende, goldlockige kleine Mann sich hinsetzte, die Hände ums Knie schlang und sich mit großer Würde unterhielt,|und wenn der hübsche, blühende, goldlockige kleine Mann sich hinsetzte, die Hände ums Knie schlang und sich mit großer Würde unterhielt,
kleine_lord_04_f000033|war er das Entzücken seiner Umgebung und namentlich fand Mister Havisham jeden Tag mehr Freude an ihm.|war er das Entzücken seiner Umgebung und namentlich fand Mister Havisham jeden Tag mehr Freude an ihm.
kleine_lord_04_f000034|Als der minder glückliche Teil der Passagiere, der, welcher der Seekrankheit seinen Tribut zu bezahlen gehabt hatte,|Als der minder glückliche Teil der Passagiere, der, welcher der Seekrankheit seinen Tribut zu bezahlen gehabt hatte,
kleine_lord_04_f000035|wieder auf Deck sichtbar ward und sich auf den bequemen Stühlen niederließ, schien auch kein einziger darunter zu sein,|wieder auf Deck sichtbar ward und sich auf den bequemen Stühlen niederließ, schien auch kein einziger darunter zu sein,
kleine_lord_04_f000036|der die merkwürdige Geschichte des kleinen Lord Fauntleroy nicht kannte, und jedermann interessierte sich für den Jungen,|der die merkwürdige Geschichte des kleinen Lord Fauntleroy nicht kannte, und jedermann interessierte sich für den Jungen,
kleine_lord_04_f000037|der sich überall herumtrieb, wenn er nicht gerade mit seiner Mutter und dem steifen alten Engländer auf und ab ging oder mit den Matrosen plauderte.|der sich überall herumtrieb, wenn er nicht gerade mit seiner Mutter und dem steifen alten Engländer auf und ab ging oder mit den Matrosen plauderte.
kleine_lord_04_f000038|Mit allen schloß er Freundschaft, wozu er ja stets bereit war.|Mit allen schloß er Freundschaft, wozu er ja stets bereit war.
kleine_lord_04_f000039|Hatte er sich einer Gruppe von Herren angeschlossen, so marschierte er mit großen, festen Schritten neben ihnen her und ging bereitwillig auf jeden Scherz ein;|Hatte er sich einer Gruppe von Herren angeschlossen, so marschierte er mit großen, festen Schritten neben ihnen her und ging bereitwillig auf jeden Scherz ein;
kleine_lord_04_f000040|war er im Kreise der Damen, so war des fröhlichen Lachens kein Ende, und spielte er mit den Kindern, so war das Spiel immer ganz besonders lebendig und lustig.|war er im Kreise der Damen, so war des fröhlichen Lachens kein Ende, und spielte er mit den Kindern, so war das Spiel immer ganz besonders lebendig und lustig.
kleine_lord_04_f000041|Seine Hauptfreunde aber waren die Matrosen – er erfuhr die wunderbarsten Geschichten von Seeräubern, Schiffbruch und einsamen,|Seine Hauptfreunde aber waren die Matrosen - er erfuhr die wunderbarsten Geschichten von Seeräubern, Schiffbruch und einsamen,
kleine_lord_04_f000042|menschenleeren Inseln, er lernte Taue splissen und kleine Schiffe auftakeln, und erwarb sich in Bezug auf Topsegel und Mainsegel eine erstaunliche Gelehrsamkeit.|menschenleeren Inseln, er lernte Taue splissen und kleine Schiffe auftakeln, und erwarb sich in Bezug auf Topsegel und Mainsegel eine erstaunliche Gelehrsamkeit.
kleine_lord_04_f000043|Seine Redeweise bekam einen entschiedenen Anflug von Teerjackentum, und er rief einmal unauslöschliches Gelächter hervor,|Seine Redeweise bekam einen entschiedenen Anflug von Teerjackentum, und er rief einmal unauslöschliches Gelächter hervor,
kleine_lord_04_f000044|als er sich an einem kühlen Morgen, wo Damen und Herren sich warm eingehüllt hatten, mit der liebenswürdigsten Miene von der Welt und weicher Stimme äußerte:|als er sich an einem kühlen Morgen, wo Damen und Herren sich warm eingehüllt hatten, mit der liebenswürdigsten Miene von der Welt und weicher Stimme äußerte:
kleine_lord_04_f000045|Da fahre mir doch gleich der Klabautermann in die Planken, heut ist's frisch.|Da fahre mir doch gleich der Klabautermann in die Planken, heut ist's frisch.
kleine_lord_04_f000046|Er war sehr überrascht, daß diese seemännische Bemerkung solche Heiterkeit hervorrief;|Er war sehr überrascht, daß diese seemännische Bemerkung solche Heiterkeit hervorrief;
kleine_lord_04_f000047|er hatte sie von einem älteren Seehelden, Namens Jerry, vernommen, in dessen Erzählungen sie öfter wiederkehrte.|er hatte sie von einem älteren Seehelden, Namens Jerry, vernommen, in dessen Erzählungen sie öfter wiederkehrte.
kleine_lord_04_f000048|Jerry mußte, nach seinen Beschreibungen zu schließen, mindestens zwei- oder dreitausend Fahrten gemacht haben,|Jerry mußte, nach seinen Beschreibungen zu schließen, mindestens zwei- oder dreitausend Fahrten gemacht haben,
kleine_lord_04_f000049|wobei er unfehlbar jedesmal Schiffbruch gelitten und an ein mit Menschenfressern bevölkertes Eiland verschlagen worden war;|wobei er unfehlbar jedesmal Schiffbruch gelitten und an ein mit Menschenfressern bevölkertes Eiland verschlagen worden war;
kleine_lord_04_f000050|daß ihm bei solchen Gelegenheiten mehr als einmal passiert war, teilweise gebraten und vollständig aufgezehrt und etliche zwanzigmal skalpiert zu werden, verstand sich von selbst.|daß ihm bei solchen Gelegenheiten mehr als einmal passiert war, teilweise gebraten und vollständig aufgezehrt und etliche zwanzigmal skalpiert zu werden, verstand sich von selbst.
kleine_lord_04_f000051|Deshalb hat er gar keine Haare mehr, erklärte Lord Fauntleroy seiner Mama.|Deshalb hat er gar keine Haare mehr, erklärte Lord Fauntleroy seiner Mama.
kleine_lord_04_f000052|Wenn man ein paarmal skalpiert worden ist, wächst das Haar nie mehr.|Wenn man ein paarmal skalpiert worden ist, wächst das Haar nie mehr.
kleine_lord_04_f000053|Jerry seins kam nicht wieder, nach dem letzten Mal, als ihn der König der Parromachaweekins mit einem Messer,|Jerry seins kam nicht wieder, nach dem letzten Mal, als ihn der König der Parromachaweekins mit einem Messer,
kleine_lord_04_f000054|das aus dem Schädel des Häuptlings der Wopslemumpkies gemacht war, skalpiert hatte.|das aus dem Schädel des Häuptlings der Wopslemumpkies gemacht war, skalpiert hatte.
kleine_lord_04_f000055|Er sagt, das sei fast das Schlimmste gewesen, was ihm je vorgekommen, und seine Haare seien ihm ganz zu Berge gestanden,|Er sagt, das sei fast das Schlimmste gewesen, was ihm je vorgekommen, und seine Haare seien ihm ganz zu Berge gestanden,
kleine_lord_04_f000056|wie der König das Messer wetzte, und hätten sich auch nachher nicht mehr gelegt, und der König trage nun den Skalp so, und er sehe aus wie eine Haarbürste.|wie der König das Messer wetzte, und hätten sich auch nachher nicht mehr gelegt, und der König trage nun den Skalp so, und er sehe aus wie eine Haarbürste.
kleine_lord_04_f000057|Nein, was für Verlebnisse dieser Jerry gehabt hat! Ich wollt', ich könnte Mister Hobbs alles erzählen!|Nein, was für Verlebnisse dieser Jerry gehabt hat! Ich wollt', ich könnte Mister Hobbs alles erzählen!
kleine_lord_04_f000058|Zuweilen, wenn das Wetter schlecht war und man im Salon beisammen saß, gab Cedrik, der immer bereit war,|Zuweilen, wenn das Wetter schlecht war und man im Salon beisammen saß, gab Cedrik, der immer bereit war,
kleine_lord_04_f000059|das Seinige zur Unterhaltung beizutragen, Jerrys Verlebnisse preis, wobei er sehr aufmerksame Zuhörer fand.|das Seinige zur Unterhaltung beizutragen, Jerrys Verlebnisse preis, wobei er sehr aufmerksame Zuhörer fand.
kleine_lord_04_f000060|Jerrys Geschichten 'tressieren alle so, sagte er dann zu seinem Mütterchen.|Jerrys Geschichten 'tressieren alle so, sagte er dann zu seinem Mütterchen.
kleine_lord_04_f000061|Manchmal denke ich beinahe – du mußt nicht böse sein, Herzlieb – es könnte nicht alles dran wahr sein,|Manchmal denke ich beinahe - du mußt nicht böse sein, Herzlieb - es könnte nicht alles dran wahr sein,
kleine_lord_04_f000062|aber doch hat Jerry es selbst erlebt, aber, weißt du, vielleicht weiß er's hier und da nicht mehr so genau, weil er so oft skalpiert worden ist.|aber doch hat Jerry es selbst erlebt, aber, weißt du, vielleicht weiß er's hier und da nicht mehr so genau, weil er so oft skalpiert worden ist.
kleine_lord_04_f000063|Skalpiert werden, davon kann man ein schlechtes Gedächtnis kriegen.|Skalpiert werden, davon kann man ein schlechtes Gedächtnis kriegen.
kleine_lord_04_f000064|Elf Tage, nachdem er Dick sein Lebewohl zugerufen hatte, traf der kleine Lord in Liverpool ein, und am Abend des zwölften Tages fuhr der Wagen,|Elf Tage, nachdem er Dick sein Lebewohl zugerufen hatte, traf der kleine Lord in Liverpool ein, und am Abend des zwölften Tages fuhr der Wagen,
kleine_lord_04_f000065|der ihn, seine Mutter und Mister Havisham an der Bahn abgeholt hatte, an Court Lodge vor.|der ihn, seine Mutter und Mister Havisham an der Bahn abgeholt hatte, an Court Lodge vor.
kleine_lord_04_f000066|Mary, die zu Missis Errols Bedienung mit herübergekommen war, hatte das Haus schon etwas früher erreicht,|Mary, die zu Missis Errols Bedienung mit herübergekommen war, hatte das Haus schon etwas früher erreicht,
kleine_lord_04_f000067|und als Cedrik aus dem Wagen sprang, sah er einige Dienstboten in der glänzend erleuchteten Halle stehen, Mary aber unter der Hausthür.|und als Cedrik aus dem Wagen sprang, sah er einige Dienstboten in der glänzend erleuchteten Halle stehen, Mary aber unter der Hausthür.
kleine_lord_04_f000068|Mit einem fröhlichen Ausrufe eilte er auf sie zu und küßte sie auf die knallroten Wangen.|Mit einem fröhlichen Ausrufe eilte er auf sie zu und küßte sie auf die knallroten Wangen.
kleine_lord_04_f000069|Bist du schon da, Mary? Herzlieb, Mary ist da!|Bist du schon da, Mary? Herzlieb, Mary ist da!
kleine_lord_04_f000070|Ich bin froh, daß Sie da sind, Mary, sagte Missis Errol halblaut zu ihr.|Ich bin froh, daß Sie da sind, Mary, sagte Missis Errol halblaut zu ihr.
kleine_lord_04_f000071|Ich fühle mich weit weniger fremd, nun ich ein bekanntes Gesicht um mich habe.|Ich fühle mich weit weniger fremd, nun ich ein bekanntes Gesicht um mich habe.
kleine_lord_04_f000072|Dabei reichte sie ihr die schmale Hand, die Mary kräftig schüttelte.|Dabei reichte sie ihr die schmale Hand, die Mary kräftig schüttelte.
kleine_lord_04_f000073|Ach, sie verstand wohl, wie der jungen Frau zu Mute sein mußte, die ihre Heimat verlassen hatte und nun ihr Kind hergeben sollte.|Ach, sie verstand wohl, wie der jungen Frau zu Mute sein mußte, die ihre Heimat verlassen hatte und nun ihr Kind hergeben sollte.
kleine_lord_04_f000074|Die englischen Dienstboten beobachteten Mutter und Sohn mit großer Neugierde.|Die englischen Dienstboten beobachteten Mutter und Sohn mit großer Neugierde.
kleine_lord_04_f000075|Alle möglichen Gerüchte waren natürlich über die beiden im Umlauf;|Alle möglichen Gerüchte waren natürlich über die beiden im Umlauf;
kleine_lord_04_f000076|jedermann wußte, weshalb Missis Errol hier wohnen mußte, und der kleine Lord im Schlosse, jedermann wußte genau,|jedermann wußte, weshalb Missis Errol hier wohnen mußte, und der kleine Lord im Schlosse, jedermann wußte genau,
kleine_lord_04_f000077|welch ungeheures Vermögen seiner harrte und was für ein jähzorniger Großvater mit Gichtanfällen und bösen Launen.|welch ungeheures Vermögen seiner harrte und was für ein jähzorniger Großvater mit Gichtanfällen und bösen Launen.
kleine_lord_04_f000078|Leicht kriegt er's nicht, der arme kleine Kerl! Das hatten sie längst untereinander ausgemacht.|Leicht kriegt er's nicht, der arme kleine Kerl! Das hatten sie längst untereinander ausgemacht.
kleine_lord_04_f000079|Was es aber für eine Art von Kind war, dieser Lord Fauntleroy, das wußten sie nicht, und das Wesen des künftigen Herrn von Dorincourt war für sie eben nicht leicht verständlich.|Was es aber für eine Art von Kind war, dieser Lord Fauntleroy, das wußten sie nicht, und das Wesen des künftigen Herrn von Dorincourt war für sie eben nicht leicht verständlich.
kleine_lord_04_f000080|Er zog sehr selbständig seinen kleinen Ueberrock aus, gerade, als ob er gewöhnt wäre, sich selbst zu bedienen,|Er zog sehr selbständig seinen kleinen Ueberrock aus, gerade, als ob er gewöhnt wäre, sich selbst zu bedienen,
